power,time
0,8759.058905999998
1,8759.058905999998
2,8759.058905999998
3,8759.058905999998
4,8759.058905999998
5,8759.058905999998
6,8759.058905999998
7,8759.058905999998
8,8759.058905999998
9,8759.058905999998
10,8759.058905999998
11,8759.058905999998
12,8759.058905999998
13,8759.058905999998
14,8759.058905999998
15,8759.058905999998
16,8759.058905999998
17,8759.058905999998
18,8759.058905999998
19,8759.058905999998
20,8759.058905999998
21,8759.058905999998
22,8759.058905999998
23,8759.058905999998
24,8759.058905999998
25,8759.058905999998
26,8759.058905999998
27,8759.058905999998
28,8759.058905999998
29,8759.058905999998
30,8759.058905999998
31,8759.058905999998
32,8759.058905999998
33,8759.058905999998
34,8759.058905999998
35,8759.058905999998
36,8759.058905999998
37,8759.058905999998
38,8759.058905999998
39,8759.058905999998
40,8759.058905999998
41,8759.058905999998
42,8759.058905999998
43,8759.058905999998
44,8759.058905999998
45,8759.058905999998
46,8759.058905999998
47,8759.058905999998
48,8759.058905999998
49,8759.058905999998
50,8759.058905999998
51,8759.058905999998
52,8759.058905999998
53,8759.058905999998
54,8759.058905999998
55,8759.058905999998
56,8759.058905999998
57,8759.058905999998
58,8759.058905999998
59,8759.058905999998
60,8759.058905999998
61,8759.058905999998
62,8759.058905999998
63,8759.058905999998
64,8759.058905999998
65,8759.058905999998
66,8759.058905999998
67,8759.058905999998
68,8759.058905999998
69,8759.058905999998
70,8759.058905999998
71,8759.058905999998
72,8759.058905999998
73,8759.058905999998
74,8759.058905999998
75,8759.058905999998
76,8759.058905999998
77,8759.058905999998
78,8759.058905999998
79,8759.058905999998
80,8759.058905999998
81,8759.058905999998
82,8759.058905999998
83,8759.058905999998
84,8759.058905999998
85,8759.058905999998
86,8759.058905999998
87,8759.058905999998
88,8759.058905999998
89,8759.058905999998
90,8759.058905999998
91,8759.058905999998
92,8759.058905999998
93,8759.058905999998
94,8759.058905999998
95,8759.058905999998
96,8759.058905999998
97,8759.058905999998
98,8759.058905999998
99,8759.058905999998
100,8759.058905999998
101,8759.058905999998
102,8759.058905999998
103,8759.058905999998
104,8759.058905999998
105,8759.058905999998
106,8759.058905999998
107,8759.058905999998
108,8759.058905999998
109,8759.058905999998
110,8759.058905999998
111,8759.058905999998
112,8759.058905999998
113,8759.058905999998
114,8759.058905999998
115,8759.058905999998
116,8759.058905999998
117,8759.058905999998
118,8759.058905999998
119,8759.058905999998
120,8759.058905999998
121,8759.058905999998
122,8759.058905999998
123,8759.058905999998
124,8759.058905999998
125,8759.058905999998
126,8759.058905999998
127,8759.058905999998
128,8759.058905999998
129,8759.058905999998
130,8759.058905999998
131,8759.058905999998
132,8759.058905999998
133,8759.058905999998
134,8759.058905999998
135,8759.058905999998
136,8759.058905999998
137,8759.058905999998
138,8759.058905999998
139,8759.058905999998
140,8759.058905999998
141,8759.058905999998
142,8759.058905999998
143,8759.058905999998
144,8759.058905999998
145,8759.058905999998
146,8759.058905999998
147,8759.058905999998
148,8759.058905999998
149,8759.058905999998
150,8759.058905999998
151,8759.058905999998
152,8759.058905999998
153,8759.058905999998
154,8759.058905999998
155,8759.058905999998
156,8759.058905999998
157,8759.058905999998
158,8759.058905999998
159,8759.058905999998
160,8759.058905999998
161,8759.058905999998
162,8759.058905999998
163,8759.058905999998
164,8759.058905999998
165,8759.058905999998
166,8759.058905999998
167,8759.058905999998
168,8759.058905999998
169,8759.058905999998
170,8759.058905999998
171,8759.058905999998
172,8759.058905999998
173,8759.058905999998
174,8759.058905999998
175,8759.058905999998
176,8759.058905999998
177,8759.058905999998
178,8759.058905999998
179,8759.058905999998
180,8759.058905999998
181,8759.058905999998
182,8759.058905999998
183,8759.058905999998
184,8759.058905999998
185,8759.058905999998
186,8759.058905999998
187,8759.058905999998
188,8759.058905999998
189,8759.058905999998
190,8759.058905999998
191,8759.058905999998
192,8759.058905999998
193,8759.058905999998
194,8759.058905999998
195,8759.058905999998
196,8759.058905999998
197,8759.058905999998
198,8759.058905999998
199,8759.058905999998
200,8759.058905999998
201,8759.058905999998
202,8759.058905999998
203,8758.117812
204,8758.117812
205,8758.117812
206,8758.117812
207,8758.117812
208,8758.117812
209,8758.117812
210,8758.117812
211,8758.117812
212,8758.117812
213,8758.117812
214,8758.117812
215,8758.117812
216,8758.117812
217,8758.117812
218,8758.117812
219,8758.117812
220,8758.117812
221,8758.117812
222,8758.117812
223,8758.117812
224,8758.117812
225,8758.117812
226,8758.117812
227,8758.117812
228,8758.117812
229,8758.117812
230,8758.117812
231,8758.117812
232,8758.117812
233,8758.117812
234,8758.117812
235,8758.117812
236,8758.117812
237,8758.117812
238,8758.117812
239,8758.117812
240,8758.117812
241,8758.117812
242,8758.117812
243,8758.117812
244,8758.117812
245,8758.117812
246,8758.117812
247,8758.117812
248,8758.117812
249,8758.117812
250,8758.117812
251,8758.117812
252,8758.117812
253,8758.117812
254,8758.117812
255,8758.117812
256,8758.117812
257,8758.117812
258,8758.117812
259,8758.117812
260,8758.117812
261,8758.117812
262,8758.117812
