power,time
1284.97,1347
1285.013,1346
1285.236,1345
1285.807,1344
1286.256,1343
1286.447,1342
1286.632,1341
1286.885,1340
1286.955,1339
1287.11,1338
1287.365,1337
1287.59,1336
1288.471,1335
1288.556,1334
1288.7,1333
1288.883,1332
1288.989,1331
1289.433,1330
1289.507,1329
1289.878,1328
1290.228,1327
1290.533,1326
1290.758,1325
1290.861,1324
1290.944,1323
1291.114,1322
1291.374,1321
1291.453,1320
1291.49,1319
1292.098,1318
1292.108,1317
1292.493,1316
1292.5,1315
1293.146,1314
1293.286,1313
1293.707,1312
1293.962,1311
1294.245,1310
1294.423,1309
1294.467,1308
1294.81,1307
1294.851,1306
1295.358,1305
1295.548,1304
1295.556,1303
1295.722,1302
1296.286,1301
1296.287,1300
1296.324,1299
1296.34,1298
1296.5,1297
1296.602,1296
1296.88,1295
1296.953,1294
1297.255,1293
1297.426,1292
1297.504,1291
1297.623,1290
1297.755,1289
1298.097,1288
1298.471,1287
1298.524,1286
1298.637,1285
1298.906,1284
1298.918,1283
1299.285,1282
1299.525,1281
1299.767,1280
1300.165,1279
1300.245,1278
1300.381,1277
1300.534,1276
1300.669,1275
1300.943,1274
1301.134,1273
1301.358,1272
1301.399,1271
1302.549,1270
1302.615,1269
1302.901,1268
1303.029,1267
1303.039,1266
1303.6,1265
1303.803,1264
1303.813,1263
1304.007,1262
1304.122,1261
1304.286,1260
1304.493,1259
1304.7,1258
1304.782,1257
1304.961,1256
1304.969,1255
1304.98,1254
1305.027,1253
1305.087,1252
1305.196,1251
1305.225,1250
1305.461,1249
1305.638,1248
1305.659,1247
1305.75,1246
1305.833,1245
1305.991,1244
1306.544,1243
1306.78,1242
1306.931,1241
1307.038,1240
1307.087,1239
1307.171,1238
1307.312,1237
1308.044,1236
1308.271,1235
1308.341,1234
1308.467,1233
1308.487,1232
1308.55,1231
1309.199,1230
1309.304,1229
1310.843,1228
1310.971,1227
1311.058,1226
1311.304,1225
1311.527,1224
1311.665,1223
1311.837,1222
1311.955,1221
1312.519,1220
1312.885,1219
1313.009,1218
1313.015,1217
1313.083,1216
1313.425,1215
1313.47,1214
1314.09,1213
1314.296,1212
1314.8,1211
1314.884,1210
1315.133,1209
1315.59,1208
1315.638,1207
1315.647,1206
1315.723,1205
1315.878,1204
1315.889,1203
1316.015,1202
1316.092,1201
1316.668,1200
1316.809,1199
1316.856,1198
1317.025,1197
1317.765,1196
1318.304,1195
1319.154,1194
1319.24,1193
1319.483,1192
1319.626,1191
1320.026,1190
1320.1,1189
1320.108,1188
1320.262,1187
1320.308,1186
1320.455,1185
1320.479,1184
1320.645,1183
1321.393,1182
1321.472,1181
1322.001,1180
1322.27,1179
1322.283,1178
1322.391,1177
1322.559,1176
1322.7,1175
1323.004,1174
1323.405,1173
1324.046,1172
1324.344,1171
1324.358,1170
1324.553,1169
1324.821,1168
1325.04,1167
1325.048,1166
1325.149,1165
1325.49,1164
1325.803,1163
1326.101,1162
1326.209,1161
1326.74,1160
1327.054,1159
1328.352,1158
1328.856,1157
1329.018,1156
1329.095,1155
1329.621,1154
1329.719,1153
1330.091,1152
1330.113,1151
1330.441,1150
1330.538,1149
1330.671,1148
1330.847,1147
1331.048,1146
1332.202,1145
1332.706,1144
1332.853,1143
1333.099,1142
1333.208,1141
1333.287,1140
1333.31,1139
1333.327,1138
1334.066,1137
1334.188,1136
1334.491,1135
1334.605,1134
1334.754,1133
1334.801,1132
1334.906,1131
1335.023,1130
1335.195,1129
1335.546,1128
1335.684,1127
1336.006,1126
1336.645,1125
1336.758,1124
1336.89,1123
1337.063,1122
1337.152,1121
1337.227,1120
1337.326,1119
1337.372,1118
1337.495,1117
1337.821,1116
1338.048,1115
1338.186,1114
1338.613,1113
1339.013,1112
1339.03,1111
1339.068,1110
1339.106,1109
1339.158,1108
1339.231,1107
1339.255,1106
1339.281,1105
1340.583,1104
1340.947,1103
1342.364,1102
1342.79,1101
1343.034,1100
1343.421,1099
1343.464,1098
1344.046,1097
1344.059,1096
1344.461,1095
1344.465,1094
1344.813,1093
1345.1,1092
1345.642,1091
1345.934,1090
1346.437,1089
1346.476,1088
1346.945,1087
1348.137,1086
1348.345,1085
1348.653,1084
1348.938,1083
1349.125,1082
1349.852,1081
1350.356,1080
1350.362,1079
1350.384,1078
1350.704,1077
1350.918,1076
1351.089,1075
1351.84,1074
1352.264,1073
1352.637,1072
1353.732,1071
1354.103,1070
1354.284,1069
1354.43,1068
1354.591,1067
1355.061,1066
1356.447,1065
1357.091,1064
1357.359,1063
1358.725,1062
1359.257,1061
1359.502,1060
1360.184,1059
1360.367,1058
1360.517,1057
1360.547,1056
1360.696,1055
1361.001,1054
1361.452,1053
1361.508,1052
1361.778,1051
1361.81,1050
1362.352,1049
1362.525,1048
1362.543,1047
1362.797,1046
1362.959,1045
1363.197,1044
1363.791,1043
1363.895,1042
1364.327,1041
1364.48,1040
1364.557,1039
1364.57,1038
1366.019,1037
1366.188,1036
1366.318,1035
1366.867,1034
1367.22,1033
1367.722,1032
1367.864,1031
1368.089,1030
1368.138,1029
1368.529,1028
1368.651,1027
1368.739,1026
1368.864,1025
1370.392,1024
1370.692,1023
1370.876,1022
1371.031,1021
1371.053,1020
1371.11,1019
1371.497,1018
1372.326,1017
1372.545,1016
1372.633,1015
1372.767,1014
1372.937,1013
1373.124,1012
1373.661,1011
1373.762,1010
1373.846,1009
1374.016,1008
1374.596,1007
1375.356,1006
1376.077,1005
1376.296,1004
1376.72,1003
1376.873,1002
1376.902,1001
1376.916,1000
1377.259,999
1378.048,998
1378.331,997
1378.749,996
1379.32,995
1379.992,994
1380.078,993
1380.096,992
1380.509,991
1380.665,990
1380.762,989
1381.142,988
1381.175,987
1381.392,986
1382.095,985
1382.447,984
1382.863,983
1383.067,982
1383.703,981
1384.363,980
1384.596,979
1384.853,978
1384.881,977
1385.104,976
1385.223,975
1385.65,974
1385.935,973
1386.261,972
1386.497,971
1386.682,970
1386.949,969
1386.974,968
1387.72,967
1387.909,966
1388.07,965
1388.416,964
1388.59,963
1388.602,962
1388.909,961
1388.923,960
1389.35,959
1389.476,958
1389.508,957
1389.513,956
1390.067,955
1390.219,954
1390.878,953
1390.96,952
1391.502,951
1391.542,950
1392.486,949
1392.647,948
1393.35,947
1393.523,946
1393.534,945
1393.608,944
1393.717,943
1393.865,942
1394.017,941
1394.258,940
1394.743,939
1394.842,938
1394.877,937
1394.915,936
1395.109,935
1395.839,934
1396.035,933
1396.235,932
1396.306,931
1396.604,930
1396.717,929
1396.837,928
1397.134,927
1397.145,926
1397.582,925
1398.261,924
1398.429,923
1398.678,922
1398.998,921
1399.597,920
1399.893,919
1401.001,918
1401.436,917
1401.583,916
1401.827,915
1401.866,914
1401.885,913
1402.204,912
1402.397,911
1402.806,910
1403.348,909
1404.717,908
1404.744,907
1404.866,906
1404.874,905
1404.915,904
1405.093,903
1406.383,902
1406.49,901
1407.169,900
1407.211,899
1407.874,898
1408.241,897
1408.659,896
1409.068,895
1409.308,894
1410.546,893
1410.975,892
1411.015,891
1411.504,890
1411.803,889
1412.008,888
1412.019,887
1412.567,886
1413.845,885
1415.294,884
1415.442,883
1415.668,882
1415.774,881
1416.265,880
1416.51,879
1416.798,878
1417.375,877
1417.956,876
1418.505,875
1418.616,874
1419.232,873
1419.374,872
1419.738,871
1420.982,870
1420.989,869
1420.994,868
1421.115,867
1421.372,866
1422.278,865
1422.861,864
1422.912,863
1423.421,862
1424.349,861
1424.907,860
1425.745,859
1425.76,858
1426.013,857
1426.827,856
1427.621,855
1428.97,854
1429.428,853
