datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
3/23/2025 6:00:00 PM,3/23/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,460.990,True
3/23/2025 7:00:00 PM,3/23/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,518.349,True
3/23/2025 8:00:00 PM,3/23/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,652.579,True
3/23/2025 9:00:00 PM,3/23/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,775.820,True
3/23/2025 10:00:00 PM,3/23/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,906.362,True
3/23/2025 11:00:00 PM,3/23/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1005.243,True
3/24/2025 12:00:00 AM,3/23/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1010.658,True
3/24/2025 1:00:00 AM,3/23/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,975.524,True
3/24/2025 2:00:00 AM,3/23/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,915.197,True
3/24/2025 3:00:00 AM,3/23/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,874.241,True
3/24/2025 4:00:00 AM,3/24/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,826.571,True
3/24/2025 5:00:00 AM,3/24/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,809.419,True
3/24/2025 6:00:00 AM,3/24/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,796.513,True
3/24/2025 7:00:00 AM,3/24/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,796.535,True
3/24/2025 8:00:00 AM,3/24/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,812.619,True
3/24/2025 9:00:00 AM,3/24/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,872.677,True
3/24/2025 10:00:00 AM,3/24/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,948.917,True
3/24/2025 11:00:00 AM,3/24/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,998.974,True
3/24/2025 12:00:00 PM,3/24/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,1000.343,True
3/24/2025 1:00:00 PM,3/24/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,988.112,True
3/24/2025 2:00:00 PM,3/24/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,986.614,True
3/24/2025 3:00:00 PM,3/24/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,988.488,True
3/24/2025 4:00:00 PM,3/24/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,986.085,True
3/24/2025 5:00:00 PM,3/24/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,995.125,True
3/24/2025 6:00:00 PM,3/24/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,993.033,True
3/24/2025 7:00:00 PM,3/24/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,986.183,True
3/24/2025 8:00:00 PM,3/24/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1000.997,True
3/24/2025 9:00:00 PM,3/24/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,981.882,True
3/24/2025 10:00:00 PM,3/24/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,977.022,True
3/24/2025 11:00:00 PM,3/24/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1033.185,True
3/25/2025 12:00:00 AM,3/24/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1050.629,True
3/25/2025 1:00:00 AM,3/24/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,992.757,True
3/25/2025 2:00:00 AM,3/24/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,915.892,True
3/25/2025 3:00:00 AM,3/24/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,872.168,True
3/25/2025 4:00:00 AM,3/25/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,831.133,True
3/25/2025 5:00:00 AM,3/25/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,802.032,True
3/25/2025 6:00:00 AM,3/25/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,790.493,True
3/25/2025 7:00:00 AM,3/25/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,788.962,True
3/25/2025 8:00:00 AM,3/25/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,799.670,True
3/25/2025 9:00:00 AM,3/25/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,850.382,True
3/25/2025 10:00:00 AM,3/25/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,945.951,True
3/25/2025 11:00:00 AM,3/25/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,951.759,True
3/25/2025 12:00:00 PM,3/25/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,847.032,True
3/25/2025 1:00:00 PM,3/25/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,723.311,True
3/25/2025 2:00:00 PM,3/25/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,582.468,True
3/25/2025 3:00:00 PM,3/25/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,510.274,True
3/25/2025 4:00:00 PM,3/25/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,466.670,True
3/25/2025 5:00:00 PM,3/25/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,450.548,True
3/25/2025 6:00:00 PM,3/25/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,473.059,True
3/25/2025 7:00:00 PM,3/25/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,569.128,True
3/25/2025 8:00:00 PM,3/25/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,641.380,True
3/25/2025 9:00:00 PM,3/25/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,767.105,True
3/25/2025 10:00:00 PM,3/25/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,900.073,True
3/25/2025 11:00:00 PM,3/25/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,983.102,True
3/26/2025 12:00:00 AM,3/25/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1003.147,True
3/26/2025 1:00:00 AM,3/25/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,965.811,True
3/26/2025 2:00:00 AM,3/25/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,905.661,True
3/26/2025 3:00:00 AM,3/25/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,838.871,True
3/26/2025 4:00:00 AM,3/26/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,786.095,True
3/26/2025 5:00:00 AM,3/26/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,774.320,True
3/26/2025 6:00:00 AM,3/26/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,761.426,True
3/26/2025 7:00:00 AM,3/26/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,770.481,True
3/26/2025 8:00:00 AM,3/26/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,787.084,True
3/26/2025 9:00:00 AM,3/26/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,842.538,True
3/26/2025 10:00:00 AM,3/26/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,944.917,True
3/26/2025 11:00:00 AM,3/26/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,963.201,True
3/26/2025 12:00:00 PM,3/26/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,887.158,True
3/26/2025 1:00:00 PM,3/26/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,759.977,True
3/26/2025 2:00:00 PM,3/26/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,774.412,True
3/26/2025 3:00:00 PM,3/26/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,769.922,True
3/26/2025 4:00:00 PM,3/26/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,728.848,True
3/26/2025 5:00:00 PM,3/26/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,707.103,True
3/26/2025 6:00:00 PM,3/26/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,717.916,True
3/26/2025 7:00:00 PM,3/26/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,730.113,True
3/26/2025 8:00:00 PM,3/26/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,767.868,True
3/26/2025 9:00:00 PM,3/26/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,838.244,True
3/26/2025 10:00:00 PM,3/26/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,956.861,True
3/26/2025 11:00:00 PM,3/26/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1055.908,True
3/27/2025 12:00:00 AM,3/26/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1075.650,True
3/27/2025 1:00:00 AM,3/26/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1036.730,True
3/27/2025 2:00:00 AM,3/26/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,970.427,True
3/27/2025 3:00:00 AM,3/26/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,918.574,True
3/27/2025 4:00:00 AM,3/27/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,881.431,True
3/27/2025 5:00:00 AM,3/27/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,860.072,True
3/27/2025 6:00:00 AM,3/27/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,853.451,True
3/27/2025 7:00:00 AM,3/27/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,855.597,True
3/27/2025 8:00:00 AM,3/27/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,876.037,True
3/27/2025 9:00:00 AM,3/27/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,934.144,True
3/27/2025 10:00:00 AM,3/27/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,1040.229,True
3/27/2025 11:00:00 AM,3/27/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,1045.427,True
3/27/2025 12:00:00 PM,3/27/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,911.144,True
3/27/2025 1:00:00 PM,3/27/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,767.351,True
3/27/2025 2:00:00 PM,3/27/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,646.131,True
3/27/2025 3:00:00 PM,3/27/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,560.420,True
3/27/2025 4:00:00 PM,3/27/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,511.742,True
3/27/2025 5:00:00 PM,3/27/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,488.011,True
3/27/2025 6:00:00 PM,3/27/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,494.871,True
3/27/2025 7:00:00 PM,3/27/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,539.722,True
3/27/2025 8:00:00 PM,3/27/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,642.211,True
3/27/2025 9:00:00 PM,3/27/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,778.391,True
3/27/2025 10:00:00 PM,3/27/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,909.508,True
3/27/2025 11:00:00 PM,3/27/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1029.339,True
3/28/2025 12:00:00 AM,3/27/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1053.673,True
3/28/2025 1:00:00 AM,3/27/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1021.704,True
3/28/2025 2:00:00 AM,3/27/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,956.761,True
3/28/2025 3:00:00 AM,3/27/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,911.292,True
3/28/2025 4:00:00 AM,3/28/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,869.233,True
3/28/2025 5:00:00 AM,3/28/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,840.830,True
3/28/2025 6:00:00 AM,3/28/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,827.444,True
3/28/2025 7:00:00 AM,3/28/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,820.707,True
3/28/2025 8:00:00 AM,3/28/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,835.205,True
3/28/2025 9:00:00 AM,3/28/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,878.544,True
3/28/2025 10:00:00 AM,3/28/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,956.182,True
3/28/2025 11:00:00 AM,3/28/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,962.658,True
3/28/2025 12:00:00 PM,3/28/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,860.097,True
3/28/2025 1:00:00 PM,3/28/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,760.939,True
3/28/2025 2:00:00 PM,3/28/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,723.559,True
3/28/2025 3:00:00 PM,3/28/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,693.663,True
3/28/2025 4:00:00 PM,3/28/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,625.206,True
3/28/2025 5:00:00 PM,3/28/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,698.593,True
3/28/2025 6:00:00 PM,3/28/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,601.462,True
3/28/2025 7:00:00 PM,3/28/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,689.145,True
3/28/2025 8:00:00 PM,3/28/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,856.076,True
3/28/2025 9:00:00 PM,3/28/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,890.790,True
3/28/2025 10:00:00 PM,3/28/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,929.332,True
3/28/2025 11:00:00 PM,3/28/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,970.251,True
3/29/2025 12:00:00 AM,3/28/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,976.012,True
3/29/2025 1:00:00 AM,3/28/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,941.286,True
3/29/2025 2:00:00 AM,3/28/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,887.532,True
3/29/2025 3:00:00 AM,3/28/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,840.348,True
3/29/2025 4:00:00 AM,3/29/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,802.932,True
3/29/2025 5:00:00 AM,3/29/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,764.548,True
3/29/2025 6:00:00 AM,3/29/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,742.116,True
3/29/2025 7:00:00 AM,3/29/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,732.324,True
3/29/2025 8:00:00 AM,3/29/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,733.975,True
3/29/2025 9:00:00 AM,3/29/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,751.201,True
3/29/2025 10:00:00 AM,3/29/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,783.240,True
3/29/2025 11:00:00 AM,3/29/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,796.958,True
3/29/2025 12:00:00 PM,3/29/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,779.591,True
3/29/2025 1:00:00 PM,3/29/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,708.760,True
3/29/2025 2:00:00 PM,3/29/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,704.343,True
3/29/2025 3:00:00 PM,3/29/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,656.515,True
3/29/2025 4:00:00 PM,3/29/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,695.054,True
3/29/2025 5:00:00 PM,3/29/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,739.229,True
3/29/2025 6:00:00 PM,3/29/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,702.102,True
3/29/2025 7:00:00 PM,3/29/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,734.416,True
3/29/2025 8:00:00 PM,3/29/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,734.486,True
3/29/2025 9:00:00 PM,3/29/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,820.662,True
3/29/2025 10:00:00 PM,3/29/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,884.049,True
3/29/2025 11:00:00 PM,3/29/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,940.090,True
3/30/2025 12:00:00 AM,3/29/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,948.759,True
3/30/2025 1:00:00 AM,3/29/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,920.247,True
3/30/2025 2:00:00 AM,3/29/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,868.944,True
3/30/2025 3:00:00 AM,3/29/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,803.622,True
3/30/2025 4:00:00 AM,3/30/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,762.317,True
3/30/2025 5:00:00 AM,3/30/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,734.055,True
3/30/2025 6:00:00 AM,3/30/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,717.811,True
3/30/2025 7:00:00 AM,3/30/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,711.714,True
3/30/2025 8:00:00 AM,3/30/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,714.949,True
3/30/2025 9:00:00 AM,3/30/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,731.338,True
3/30/2025 10:00:00 AM,3/30/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,760.237,True
3/30/2025 11:00:00 AM,3/30/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,780.078,True
3/30/2025 12:00:00 PM,3/30/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,804.663,True
3/30/2025 1:00:00 PM,3/30/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,770.590,True
3/30/2025 2:00:00 PM,3/30/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,711.861,True
3/30/2025 3:00:00 PM,3/30/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,645.954,True
3/30/2025 4:00:00 PM,3/30/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,653.184,True
3/30/2025 5:00:00 PM,3/30/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,549.262,True
3/30/2025 6:00:00 PM,3/30/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,510.702,True
3/30/2025 7:00:00 PM,3/30/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,601.178,True
3/30/2025 8:00:00 PM,3/30/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,682.428,True
3/30/2025 9:00:00 PM,3/30/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,788.779,True
3/30/2025 10:00:00 PM,3/30/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,882.253,True
3/30/2025 11:00:00 PM,3/30/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,951.067,True
3/31/2025 12:00:00 AM,3/30/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,962.390,True
3/31/2025 1:00:00 AM,3/30/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,916.168,True
3/31/2025 2:00:00 AM,3/30/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,864.387,True
3/31/2025 3:00:00 AM,3/30/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,805.378,True
3/31/2025 4:00:00 AM,3/31/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,762.070,True
3/31/2025 5:00:00 AM,3/31/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,732.175,True
3/31/2025 6:00:00 AM,3/31/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,717.551,True
3/31/2025 7:00:00 AM,3/31/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,716.633,True
3/31/2025 8:00:00 AM,3/31/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,728.653,True
3/31/2025 9:00:00 AM,3/31/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,775.288,True
3/31/2025 10:00:00 AM,3/31/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,862.375,True
3/31/2025 11:00:00 AM,3/31/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,889.283,True
3/31/2025 12:00:00 PM,3/31/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,868.878,True
3/31/2025 1:00:00 PM,3/31/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,840.426,True
3/31/2025 2:00:00 PM,3/31/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,758.246,True
3/31/2025 3:00:00 PM,3/31/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,680.353,True
3/31/2025 4:00:00 PM,3/31/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,616.328,True
3/31/2025 5:00:00 PM,3/31/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,577.789,True
3/31/2025 6:00:00 PM,3/31/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,646.742,True
3/31/2025 7:00:00 PM,3/31/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,721.838,True
3/31/2025 8:00:00 PM,3/31/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,799.005,True
3/31/2025 9:00:00 PM,3/31/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,891.291,True
3/31/2025 10:00:00 PM,3/31/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,983.663,True
3/31/2025 11:00:00 PM,3/31/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1042.383,True
4/1/2025 12:00:00 AM,3/31/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1051.057,True
4/1/2025 1:00:00 AM,3/31/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,996.272,True
4/1/2025 2:00:00 AM,3/31/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,916.702,True
4/1/2025 3:00:00 AM,3/31/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,830.603,True
4/1/2025 4:00:00 AM,4/1/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,790.030,False
4/1/2025 5:00:00 AM,4/1/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,758.033,False
4/1/2025 6:00:00 AM,4/1/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,736.981,False
4/1/2025 7:00:00 AM,4/1/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,727.130,False
4/1/2025 8:00:00 AM,4/1/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,729.211,False
4/1/2025 9:00:00 AM,4/1/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,767.230,False
4/1/2025 10:00:00 AM,4/1/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,854.297,False
4/1/2025 11:00:00 AM,4/1/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,866.670,False
4/1/2025 12:00:00 PM,4/1/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,776.906,False
4/1/2025 1:00:00 PM,4/1/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,655.028,False
4/1/2025 2:00:00 PM,4/1/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,552.711,False
4/1/2025 3:00:00 PM,4/1/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,484.359,False
4/1/2025 4:00:00 PM,4/1/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,442.746,False
4/1/2025 5:00:00 PM,4/1/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,436.529,False
4/1/2025 6:00:00 PM,4/1/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,450.677,False
4/1/2025 7:00:00 PM,4/1/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,505.106,False
4/1/2025 8:00:00 PM,4/1/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,605.302,False
4/1/2025 9:00:00 PM,4/1/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,750.027,False
4/1/2025 10:00:00 PM,4/1/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,875.690,False
4/1/2025 11:00:00 PM,4/1/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,974.948,False
4/2/2025 12:00:00 AM,4/1/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1011.784,False
4/2/2025 1:00:00 AM,4/1/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,970.516,False
4/2/2025 2:00:00 AM,4/1/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,903.902,False
4/2/2025 3:00:00 AM,4/1/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,840.127,False
4/2/2025 4:00:00 AM,4/2/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,821.184,False
4/2/2025 5:00:00 AM,4/2/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,795.152,False
4/2/2025 6:00:00 AM,4/2/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,787.875,False
4/2/2025 7:00:00 AM,4/2/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,793.770,False
4/2/2025 8:00:00 AM,4/2/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,816.461,False
4/2/2025 9:00:00 AM,4/2/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,870.781,False
4/2/2025 10:00:00 AM,4/2/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,950.516,False
4/2/2025 11:00:00 AM,4/2/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,963.348,False
4/2/2025 12:00:00 PM,4/2/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,850.515,False
4/2/2025 1:00:00 PM,4/2/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,722.287,False
4/2/2025 2:00:00 PM,4/2/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,607.690,False
4/2/2025 3:00:00 PM,4/2/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,526.650,False
4/2/2025 4:00:00 PM,4/2/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,500.275,False
4/2/2025 5:00:00 PM,4/2/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,502.104,False
4/2/2025 6:00:00 PM,4/2/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,549.929,False
4/2/2025 7:00:00 PM,4/2/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,662.672,False
4/2/2025 8:00:00 PM,4/2/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,760.050,False
4/2/2025 9:00:00 PM,4/2/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,868.771,False
4/2/2025 10:00:00 PM,4/2/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,972.239,False
4/2/2025 11:00:00 PM,4/2/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1033.617,False
4/3/2025 12:00:00 AM,4/2/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1036.332,False
4/3/2025 1:00:00 AM,4/2/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,993.652,False
4/3/2025 2:00:00 AM,4/2/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,926.610,False
4/3/2025 3:00:00 AM,4/2/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,862.443,False
4/3/2025 4:00:00 AM,4/3/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,819.467,False
4/3/2025 5:00:00 AM,4/3/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,790.957,False
4/3/2025 6:00:00 AM,4/3/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,773.736,False
