power,time
1045,3410
1046,3396
1047,3385
1048,3371
1049,3361
1050,3345
1051,3332
1052,3318
1053,3312
1054,3299
1055,3282
1056,3271
1057,3260
1058,3251
1059,3243
1060,3237
1061,3227
1062,3213
1063,3202
1064,3194
1065,3183
1066,3169
1067,3162
1068,3144
1069,3134
1070,3125
1071,3119
1072,3103
1073,3095
1074,3084
1075,3069
1076,3052
1077,3036
1078,3026
1079,3011
1080,3000
1081,2977
1082,2971
1083,2958
1084,2944
1085,2935
1086,2925
1087,2916
1088,2901
1089,2893
1090,2880
1091,2870
1092,2860
1093,2845
1094,2835
1095,2831
1096,2822
1097,2811
1098,2803
1099,2792
1100,2784
1101,2773
1102,2765
1103,2756
1104,2748
1105,2737
1106,2721
1107,2715
1108,2708
1109,2700
1110,2690
1111,2679
1112,2670
1113,2662
1114,2653
1115,2649
1116,2640
1117,2631
1118,2619
1119,2609
1120,2597
1121,2585
1122,2571
1123,2561
1124,2552
1125,2545
1126,2532
1127,2523
1128,2516
1129,2505
1130,2493
1131,2486
1132,2476
1133,2470
1134,2465
1135,2456
1136,2446
1137,2441
1138,2428
1139,2412
1140,2399
1141,2391
1142,2380
1143,2372
1144,2363
1145,2350
1146,2336
1147,2324
1148,2316
1149,2309
1150,2304
1151,2296
1152,2287
1153,2281
1154,2270
1155,2258
1156,2252
1157,2247
1158,2238
1159,2227
1160,2219
1161,2209
1162,2202
1163,2190
1164,2185
1165,2176
1166,2172
1167,2164
1168,2158
1169,2151
1170,2145
1171,2134
1172,2127
1173,2118
1174,2112
1175,2102
1176,2097
1177,2089
1178,2081
1179,2072
1180,2066
1181,2060
1182,2051
1183,2043
1184,2036
1185,2022
1186,2016
1187,2012
1188,1998
1189,1988
1190,1979
1191,1969
1192,1962
1193,1951
1194,1945
1195,1942
1196,1937
1197,1932
1198,1926
1199,1918
1200,1910
1201,1903
1202,1892
1203,1885
1204,1879
1205,1873
1206,1863
1207,1856
1208,1851
1209,1843
1210,1834
1211,1824
1212,1813
1213,1804
1214,1801
1215,1794
1216,1780
1217,1775
1218,1769
1219,1765
1220,1756
1221,1751
1222,1741
1223,1731
1224,1721
1225,1716
1226,1710
1227,1703
1228,1696
1229,1689
1230,1681
1231,1673
1232,1666
1233,1657
1234,1647
1235,1641
1236,1637
1237,1630
1238,1618
1239,1612
1240,1608
1241,1606
1242,1604
1243,1597
1244,1593
1245,1589
1246,1582
1247,1574
1248,1568
1249,1563
1250,1557
1251,1550
1252,1541
1253,1534
1254,1527
1255,1523
1256,1519
1257,1510
1258,1505
1259,1495
1260,1493
1261,1489
1262,1481
1263,1477
1264,1469
1265,1463
1266,1457
1267,1451
1268,1448
1269,1439
1270,1431
1271,1424
1272,1420
1273,1418
1274,1410
1275,1408
1276,1399
1277,1391
1278,1388
1279,1383
1280,1376
1281,1371
1282,1365
1283,1359
1284,1350
1285,1346
1286,1344
1287,1339
1288,1336
1289,1331
1290,1328
1291,1323
1292,1318
1293,1314
1294,1311
1295,1306
1296,1302
1297,1294
1298,1288
1299,1283
1300,1279
1301,1274
1302,1270
1303,1267
1304,1262
1305,1254
1306,1244
1307,1240
1308,1236
1309,1230
1310,1229
1311,1227
1312,1221
1313,1218
1314,1213
1315,1210
1316,1202
1317,1197
1318,1196
1319,1194
1320,1190
1321,1183
1322,1180
1323,1174
1324,1172
1325,1167
1326,1162
1327,1159
1328,1158
1329,1156
1330,1152
1331,1146
1332,1145
1333,1142
1334,1137
1335,1130
1336,1126
1337,1122
1338,1115
1339,1112
1340,1104
1341,1103
1342,1102
1343,1100
1344,1097
1345,1092
1346,1090
1347,1087
1348,1086
1349,1083
1350,1081
1351,1076
1352,1074
1353,1072
1354,1070
1355,1066
1356,1065
1357,1064
1358,1063
1359,1061
1360,1059
1361,1054
1362,1050
1363,1045
1364,1042
1365,1038
1366,1037
1367,1034
1368,1030
1369,1025
1370,1024
1371,1021
1372,1017
1373,1013
1374,1008
1375,1006
1376,1005
1377,1000
1378,998
1379,996
1380,994
1381,988
1382,985
1383,982
1384,981
1385,976
1386,973
1387,968
1388,965
1389,960
1390,955
1391,952
1392,950
1393,947
1394,941
1395,936
1396,933
1397,927
1398,924
1399,921
1400,919
1401,918
1402,913
1403,910
1404,909
1405,904
1406,902
1407,900
1408,898
1409,895
1410,893
1411,891
1412,888
1413,886
1414,885
1415,884
1416,881
1417,878
1418,876
1419,873
1420,871
1421,868
1422,865
1423,863
1424,861
1425,860
1426,857
1427,856
1428,855
1429,854
1430,851
1431,850
1432,848
1433,845
1434,840
1435,837
1436,833
1437,829
1438,827
1439,824
1440,820
1441,817
1442,814
1443,813
1444,810
1445,809
1446,808
1447,807
1448,806
1449,805
1450,802
1451,798
1452,796
1453,795
1454,794
1455,788
1456,786
1457,785
1458,780
1459,779
1460,778
1461,777
1462,773
1463,772
1464,771
1465,769
1466,767
1467,766
1468,764
1469,760
1470,757
1471,755
1472,754
1473,750
1474,747
1475,746
1476,745
1477,742
1478,740
1479,735
1480,732
1481,730
1482,729
1483,728
1484,727
1485,724
1486,722
1487,721
1488,720
1489,719
1490,719
1491,718
1492,717
1493,717
1494,716
1495,714
1496,713
1497,711
1498,711
1499,710
1500,710
1501,710
1502,708
1503,707
1504,706
1505,704
1506,702
1507,701
1508,700
1509,699
1510,696
1511,695
1512,692
1513,691
1514,690
1515,690
1516,690
1517,688
1518,684
1519,682
1520,681
1521,680
1522,679
1523,677
1524,675
1525,670
1526,669
1527,668
1528,666
1529,666
1530,665
1531,664
1532,661
1533,659
1534,657
1535,655
1536,654
1537,654
1538,652
1539,649
1540,648
1541,646
1542,645
1543,645
1544,642
1545,641
1546,640
1547,640
1548,639
1549,639
1550,638
1551,635
1552,631
1553,631
1554,630
1555,629
1556,628
1557,627
1558,625
1559,622
1560,620
1561,618
1562,617
1563,616
1564,615
1565,614
1566,612
1567,609
1568,608
1569,607
1570,603
1571,602
1572,602
1573,601
1574,601
1575,598
1576,594
1577,592
1578,592
1579,591
1580,590
1581,588
1582,587
1583,586
1584,586
1585,585
1586,585
1587,584
1588,583
1589,583
1590,582
1591,582
1592,581
1593,579
1594,578
1595,574
1596,573
1597,571
1598,570
1599,569
1600,568
1601,564
1602,561
1603,560
1604,559
1605,557
1606,555
1607,553
1608,551
1609,550
1610,549
1611,548
1612,547
1613,544
1614,543
1615,542
1616,542
1617,542
1618,541
1619,541
1620,541
1621,539
1622,537
1623,536
1624,535
1625,534
1626,531
1627,528
1628,527
1629,526
1630,526
1631,526
1632,525
1633,524
1634,523
1635,522
1636,520
1637,519
1638,518
1639,518
1640,517
1641,515
1642,511
1643,511
1644,510
1645,509
1646,508
1647,508
1648,507
1649,506
1650,505
1651,504
1652,504
1653,503
1654,502
1655,501
1656,500
1657,499
1658,497
1659,497
1660,496
1661,495
1662,494
1663,491
1664,488
1665,485
1666,485
1667,484
1668,484
1669,481
1670,479
1671,476
1672,474
1673,473
1674,472
1675,471
1676,470
1677,469
1678,467
1679,466
1680,465
1681,464
1682,461
1683,460
1684,460
1685,458
1686,458
1687,457
1688,457
1689,456
1690,456
1691,454
1692,452
1693,450
1694,449
1695,449
1696,448
1697,448
1698,443
1699,442
1700,441
1701,440
1702,439
1703,438
1704,437
1705,436
1706,434
1707,434
1708,433
1709,430
1710,429
1711,428
1712,427
1713,426
1714,425
1715,425
1716,424
1717,424
1718,424
1719,423
1720,423
1721,422
1722,422
1723,421
1724,421
1725,420
1726,420
1727,420
1728,419
1729,419
1730,418
1731,418
1732,418
1733,417
1734,417
1735,417
1736,416
1737,415
1738,414
1739,413
1740,412
1741,410
1742,409
1743,408
1744,407
1745,406
1746,404
1747,403
1748,402
1749,401
1750,399
1751,396
1752,393
1753,390
1754,388
1755,387
1756,387
1757,386
1758,386
1759,385
1760,384
1761,383
1762,381
1763,380
1764,379
1765,378
1766,378
1767,377
1768,376
1769,376
1770,375
1771,375
1772,373
1773,371
1774,371
1775,370
1776,369
1777,368
1778,367
1779,367
1780,366
1781,366
1782,365
1783,365
1784,364
1785,364
1786,361
1787,359
1788,359
1789,359
1790,358
1791,358
1792,358
1793,357
1794,355
1795,354
1796,354
1797,353
1798,350
1799,349
1800,347
1801,346
1802,346
1803,345
1804,344
1805,340
1806,338
1807,337
