value,forecast
0.572,0.601
0.729,0.621
0.629,0.611
0.62,0.616
0.688,0.637
0.703,0.628
0.598,0.638
0.592,0.62
0.628,0.618
0.613,0.617
0.58,0.603
0.652,0.628
0.593,0.617
0.633,0.624
0.592,0.612
0.653,0.633
0.531,0.607
0.616,0.602
0.629,0.63
0.6,0.627
0.597,0.633
0.617,0.608
0.639,0.638
0.619,0.617
0.61,0.61
0.579,0.609
0.629,0.608
0.611,0.623
0.598,0.603
0.539,0.604
0.622,0.631
0.603,0.604
0.456,0.623
0.697,0.602
0.744,0.624
0.607,0.615
0.6,0.635
0.654,0.603
0.613,0.615
0.646,0.633
0.604,0.628
0.646,0.623
0.622,0.63
0.573,0.628
0.827,0.627
0.646,0.601
0.636,0.638
0.638,0.637
0.565,0.62
0.642,0.625
0.642,0.62
0.619,0.621
0.617,0.621
0.659,0.626
0.54,0.601
0.596,0.631
0.636,0.628
0.605,0.622
0.596,0.608
0.594,0.604
0.525,0.636
0.554,0.62
0.589,0.601
0.565,0.624
0.579,0.64
0.622,0.613
0.593,0.602
0.604,0.607
0.642,0.615
0.599,0.602
0.652,0.639
0.605,0.627
0.608,0.612
0.63,0.605
0.557,0.616
0.63,0.605
0.648,0.632
0.536,0.607
0.586,0.637
0.607,0.609
0.621,0.613
0.637,0.632
0.588,0.604
0.61,0.615
0.669,0.631
0.562,0.627
0.618,0.61
0.623,0.613
0.623,0.627
0.612,0.623
0.663,0.637
0.596,0.624
0.623,0.629
0.617,0.627
0.667,0.64
0.638,0.605
0.626,0.639
0.636,0.624
0.592,0.604
0.585,0.632
0.643,0.618
0.635,0.634
0.589,0.615
0.643,0.613
0.626,0.638
0.661,0.61
0.669,0.626
0.692,0.629
0.795,0.618
0.599,0.623
0.648,0.626
0.626,0.63
0.6,0.614
0.605,0.616
0.701,0.627
0.636,0.625
0.638,0.633
0.596,0.602
0.309,0.638
0.709,0.633
0.38,0.629
0.609,0.61
0.607,0.607
0.607,0.608
0.64,0.61
0.625,0.629
0.625,0.626
0.625,0.627
0.638,0.629
0.644,0.635
0.616,0.614
0.589,0.607
0.893,0.612
0.326,0.613
0.625,0.638
0.631,0.636
0.628,0.629
0.619,0.636
0.598,0.604
0.596,0.638
0.637,0.615
0.501,0.612
0.611,0.613
0.602,0.605
0.608,0.608
0.6,0.629
0.602,0.618
0.606,0.604
0.599,0.629
0.627,0.614
0.488,0.627
0.639,0.638
0.611,0.616
0.604,0.607
0.609,0.615
0.638,0.611
0.579,0.627
0.604,0.626
0.683,0.61
0.496,0.633
0.629,0.612
0.567,0.618
0.652,0.637
0.635,0.639
0.641,0.625
0.577,0.633
0.534,0.639
0.647,0.635
0.606,0.624
0.615,0.62
0.589,0.63
0.628,0.64
0.644,0.639
0.604,0.637
0.639,0.638
0.626,0.621
0.594,0.613
0.611,0.609
0.602,0.608
0.666,0.637
0.586,0.601
0.557,0.625
0.696,0.618
0.66,0.626
0.636,0.64
0.698,0.621
0.693,0.614
0.81,0.629
0.634,0.639
0.633,0.633
0.608,0.616
0.621,0.63
0.683,0.624
0.612,0.613
0.498,0.605
0.669,0.639
0.561,0.608
0.631,0.603
0.643,0.627
0.621,0.62
0.619,0.619
0.638,0.628
0.618,0.618
0.655,0.62
0.605,0.604
0.586,0.636
0.64,0.635
0.581,0.61
0.613,0.636
0.596,0.604
0.604,0.604
0.478,0.613
0.69,0.629
0.621,0.626
0.58,0.638
0.594,0.603
0.671,0.636
0.584,0.611
0.614,0.609
0.625,0.629
0.615,0.624
0.612,0.613
0.606,0.612
0.601,0.605
0.602,0.601
0.603,0.601
0.6,0.601
0.602,0.601
0.601,0.601
0.602,0.601
0.6,0.601
0.81,0.613
0.639,0.636
0.575,0.601
0.733,0.625
0.665,0.636
0.824,0.639
0.709,0.63
0.653,0.637
0.511,0.626
0.643,0.638
0.567,0.62
0.65,0.616
0.623,0.638
0.607,0.613
0.426,0.631
0.69,0.616
0.606,0.607
0.601,0.609
0.645,0.611
0.627,0.634
0.646,0.628
0.605,0.606
0.863,0.619
0.865,0.627
0.6,0.639
0.468,0.605
0.595,0.632
0.835,0.632
0.796,0.619
0.611,0.61
0.629,0.623
0.655,0.633
0.568,0.618
0.681,0.632
0.585,0.615
0.406,0.601
0.444,0.628
0.8,0.637
0.398,0.632
0.841,0.621
0.713,0.603
0.63,0.617
0.546,0.601
0.657,0.638
0.625,0.623
0.623,0.622
0.574,0.614
0.578,0.611
0.891,0.639
0.618,0.639
0.552,0.609
0.607,0.611
0.631,0.633
0.632,0.631
0.633,0.632
0.629,0.63
0.625,0.628
0.631,0.628
0.483,0.63
0.584,0.637
0.67,0.639
0.612,0.638
0.666,0.622
0.493,0.604
0.752,0.632
0.845,0.616
0.597,0.606
0.608,0.609
0.6,0.604
0.572,0.629
0.588,0.625
0.686,0.626
0.478,0.603
0.581,0.637
0.674,0.637
0.687,0.613
0.583,0.623
0.62,0.618
0.666,0.619
0.622,0.609
0.621,0.601
0.537,0.639
0.539,0.633
0.562,0.607
0.603,0.604
0.588,0.616
0.717,0.636
0.619,0.611
0.578,0.603
0.661,0.619
0.628,0.612
0.607,0.613
0.599,0.605
0.604,0.61
0.203,0.603
0.61,0.616
0.559,0.633
0.682,0.632
0.454,0.606
0.628,0.628
0.644,0.635
0.677,0.635
0.659,0.628
0.505,0.628
0.738,0.636
0.604,0.607
0.648,0.631
0.626,0.626
0.595,0.611
0.654,0.638
0.612,0.631
0.559,0.601
0.6,0.61
0.564,0.611
0.56,0.602
0.631,0.604
0.499,0.602
0.738,0.638
0.496,0.632
0.672,0.614
0.673,0.64
0.605,0.622
0.748,0.637
0.58,0.621
0.6,0.628
0.59,0.614
0.557,0.604
0.817,0.625
0.601,0.627
0.546,0.613
0.7,0.636
0.755,0.626
0.596,0.63
0.841,0.611
0.564,0.616
0.626,0.611
0.737,0.62
0.74,0.614
0.643,0.605
0.568,0.62
0.55,0.619
0.796,0.601
0.626,0.625
0.624,0.624
0.625,0.623
0.621,0.621
0.614,0.62
0.608,0.612
0.613,0.614
0.615,0.615
0.612,0.615
0.609,0.617
0.607,0.609
0.835,0.618
0.629,0.603
0.567,0.609
0.583,0.603
0.607,0.626
0.649,0.612
0.61,0.601
0.661,0.613
0.683,0.617
0.529,0.624
0.555,0.603
0.71,0.639
0.579,0.602
0.559,0.602
0.651,0.631
0.597,0.624
0.606,0.604
0.625,0.618
0.641,0.635
0.621,0.637
0.606,0.609
0.645,0.619
0.65,0.627
0.586,0.619
0.647,0.627
0.63,0.604
0.379,0.639
0.727,0.61
0.463,0.617
0.617,0.613
0.602,0.609
0.61,0.633
0.741,0.64
0.516,0.625
0.763,0.637
0.562,0.608
0.612,0.615
0.624,0.638
0.638,0.606
0.609,0.611
0.649,0.622
0.577,0.61
0.674,0.616
0.604,0.63
0.581,0.631
0.608,0.625
0.59,0.602
0.612,0.636
0.603,0.609
0.586,0.601
0.684,0.626
0.644,0.617
0.618,0.626
0.648,0.628
0.629,0.639
0.643,0.639
0.636,0.636
0.649,0.634
0.604,0.629
0.64,0.624
0.628,0.635
0.656,0.636
0.467,0.609
0.581,0.603
0.834,0.613
0.56,0.625
0.345,0.612
0.671,0.634
0.548,0.625
0.623,0.608
0.65,0.607
0.661,0.622
0.566,0.603
0.638,0.602
0.631,0.633
0.544,0.602
0.518,0.634
0.53,0.637
0.735,0.631
0.656,0.602
0.589,0.639
0.665,0.636
0.59,0.623
0.593,0.602
0.687,0.601
0.724,0.603
0.621,0.618
0.603,0.634
0.622,0.627
0.643,0.606
0.584,0.63
0.641,0.634
0.581,0.638
0.641,0.628
0.558,0.614
0.698,0.619
0.695,0.626
0.513,0.636
0.775,0.624
0.652,0.623
0.597,0.631
0.425,0.622
0.677,0.617
0.635,0.63
0.636,0.637
0.617,0.635
0.406,0.629
0.635,0.604
0.624,0.609
0.624,0.618
0.65,0.619
0.661,0.638
0.635,0.612
0.688,0.603
0.605,0.636
0.605,0.604
0.622,0.612
0.66,0.636
0.615,0.632
0.633,0.623
0.607,0.622
0.616,0.605
0.629,0.625
0.626,0.627
0.626,0.625
0.637,0.636
0.637,0.637
0.635,0.637
0.634,0.634
0.649,0.609
0.666,0.606
0.648,0.62
0.585,0.62
0.649,0.631
0.58,0.609
0.699,0.617
0.614,0.632
0.764,0.634
0.688,0.631
0.673,0.634
0.545,0.612
0.619,0.635
0.611,0.62
0.617,0.623
0.654,0.638
0.626,0.631
0.694,0.616
0.7,0.633
0.601,0.625
0.662,0.618
0.6,0.602
0.615,0.614
0.613,0.615
0.617,0.618
0.696,0.614
0.362,0.605
0.717,0.616
0.618,0.607
0.631,0.63
0.61,0.625
0.58,0.601
0.622,0.607
0.631,0.628
0.909,0.621
0.625,0.623
0.621,0.62
0.622,0.621
0.621,0.621
0.585,0.624
0.676,0.622
0.607,0.617
0.559,0.626
0.548,0.619
0.523,0.637
0.592,0.602
0.631,0.616
0.626,0.605
0.763,0.616
0.664,0.612
0.585,0.609
