value,forecast
0.787,0.775
0.79,0.787
0.833,0.798
0.716,0.77
0.821,0.778
0.767,0.774
0.75,0.764
0.78,0.765
0.815,0.799
0.776,0.797
0.8,0.768
0.779,0.8
0.786,0.766
0.754,0.777
0.798,0.767
0.769,0.783
0.743,0.772
0.774,0.777
0.757,0.762
0.741,0.773
0.753,0.773
0.759,0.79
0.668,0.792
0.486,0.784
0.721,0.776
0.62,0.793
0.731,0.783
0.795,0.768
0.841,0.783
0.911,0.766
0.816,0.79
0.844,0.777
0.87,0.788
0.306,0.767
0.732,0.768
0.775,0.77
0.741,0.777
0.82,0.797
0.797,0.785
0.764,0.794
0.759,0.798
0.338,0.763
0.794,0.761
0.781,0.783
0.765,0.776
0.771,0.773
0.789,0.774
0.773,0.785
0.775,0.778
0.783,0.773
0.783,0.776
0.768,0.8
0.726,0.793
0.808,0.786
0.744,0.785
0.776,0.779
0.833,0.8
0.798,0.785
0.771,0.79
0.738,0.769
0.324,0.782
0.802,0.79
0.849,0.761
0.8,0.767
0.773,0.774
0.669,0.781
0.773,0.772
0.771,0.772
0.772,0.772
0.81,0.791
0.802,0.782
0.826,0.796
0.755,0.788
0.786,0.783
0.832,0.78
0.782,0.769
0.804,0.79
0.765,0.786
0.775,0.768
0.758,0.767
0.772,0.772
0.782,0.763
0.78,0.775
0.731,0.768
0.837,0.767
0.776,0.777
0.802,0.784
0.79,0.774
0.777,0.769
0.792,0.781
0.801,0.797
0.826,0.781
0.748,0.799
0.787,0.79
0.765,0.793
0.658,0.766
0.903,0.771
0.618,0.765
0.755,0.762
0.803,0.768
0.838,0.772
0.719,0.796
0.755,0.768
0.772,0.766
0.818,0.772
0.794,0.773
0.764,0.773
0.768,0.765
0.767,0.766
0.902,0.785
0.856,0.79
0.679,0.781
0.563,0.767
0.834,0.787
0.677,0.761
0.769,0.772
0.783,0.781
0.78,0.769
0.823,0.782
0.595,0.781
0.874,0.794
0.767,0.776
0.805,0.795
0.743,0.768
0.94,0.798
0.815,0.791
0.823,0.767
0.726,0.797
0.965,0.776
0.788,0.799
0.792,0.789
0.792,0.79
0.795,0.795
0.502,0.77
0.776,0.79
0.711,0.775
0.961,0.798
0.693,0.763
0.812,0.766
0.85,0.77
0.68,0.793
0.843,0.798
0.8,0.777
0.75,0.768
0.885,0.788
0.716,0.776
0.786,0.769
0.892,0.773
0.775,0.798
0.754,0.765
0.878,0.779
0.798,0.785
0.778,0.798
0.811,0.796
0.792,0.791
0.752,0.795
0.826,0.764
0.752,0.782
0.775,0.776
0.841,0.789
0.819,0.796
0.766,0.784
0.804,0.778
0.843,0.785
0.711,0.778
0.835,0.767
0.772,0.79
0.803,0.783
0.753,0.767
0.947,0.78
0.717,0.783
0.799,0.788
0.737,0.784
0.808,0.785
0.765,0.788
0.688,0.765
0.783,0.797
0.765,0.779
0.751,0.761
0.768,0.763
0.768,0.776
0.762,0.766
0.834,0.774
0.774,0.772
0.768,0.766
0.792,0.765
0.711,0.771
0.847,0.784
0.764,0.79
0.772,0.785
0.769,0.762
0.752,0.774
0.833,0.785
0.774,0.764
0.807,0.772
0.74,0.784
0.776,0.782
0.797,0.795
0.754,0.788
0.809,0.786
0.826,0.798
0.835,0.793
0.695,0.774
0.757,0.771
0.806,0.763
0.695,0.781
0.781,0.8
0.77,0.767
0.79,0.786
0.749,0.766
0.782,0.778
0.713,0.776
0.784,0.791
0.792,0.78
0.76,0.777
0.745,0.778
0.889,0.766
0.802,0.786
0.759,0.785
0.813,0.794
0.593,0.767
0.788,0.773
0.747,0.798
0.801,0.77
0.776,0.8
0.749,0.772
0.796,0.779
0.808,0.8
0.716,0.778
0.759,0.764
0.819,0.794
0.813,0.761
0.73,0.793
0.79,0.774
0.748,0.772
0.776,0.771
0.831,0.792
0.695,0.776
0.81,0.788
0.786,0.772
0.765,0.78
0.872,0.79
0.772,0.778
0.788,0.777
0.788,0.777
0.785,0.791
0.754,0.763
0.788,0.787
0.883,0.8
0.862,0.786
0.722,0.765
0.695,0.767
0.797,0.797
0.848,0.778
0.789,0.788
0.794,0.792
0.755,0.762
0.946,0.793
0.674,0.8
0.866,0.8
0.764,0.771
0.795,0.794
0.758,0.799
0.751,0.783
0.709,0.765
0.809,0.79
0.729,0.767
0.845,0.789
0.93,0.799
0.741,0.775
0.731,0.783
0.713,0.795
0.752,0.778
0.725,0.771
0.841,0.778
0.825,0.8
0.72,0.772
