value,forecast
0.106,0.101
0.119,0.114
0.104,0.108
0.098,0.098
0.119,0.112
0.12,0.118
0.106,0.113
0.103,0.101
0.099,0.102
0.078,0.089
0.119,0.101
0.095,0.112
0.073,0.086
0.094,0.083
0.109,0.105
0.059,0.089
0.128,0.081
0.104,0.119
0.09,0.096
0.13,0.098
0.053,0.105
0.096,0.093
0.104,0.093
0.114,0.117
0.124,0.12
0.086,0.1
0.088,0.081
0.078,0.088
0.121,0.089
0.113,0.111
0.106,0.111
0.125,0.111
0.094,0.083
0.098,0.094
0.122,0.108
0.101,0.115
0.076,0.081
0.085,0.082
0.096,0.095
0.103,0.097
0.099,0.101
0.127,0.113
0.111,0.119
0.102,0.105
0.114,0.106
0.106,0.111
0.111,0.107
0.11,0.114
0.096,0.102
0.082,0.088
0.088,0.082
0.078,0.082
0.1,0.087
0.111,0.107
0.109,0.11
0.11,0.105
0.068,0.091
0.132,0.096
0.104,0.108
0.096,0.096
0.12,0.112
0.1,0.107
0.077,0.085
0.073,0.084
0.071,0.088
0.083,0.09
0.078,0.082
0.082,0.089
0.098,0.087
0.12,0.12
0.111,0.118
0.12,0.106
0.109,0.12
0.115,0.114
0.122,0.115
0.117,0.112
0.122,0.117
0.104,0.11
0.095,0.095
0.087,0.089
0.126,0.113
0.104,0.12
0.078,0.093
0.147,0.102
0.086,0.114
0.104,0.083
0.109,0.108
0.117,0.114
0.113,0.12
0.071,0.101
0.11,0.1
0.104,0.11
0.085,0.094
0.084,0.081
0.084,0.085
0.085,0.087
0.085,0.085
0.087,0.084
0.075,0.082
0.08,0.084
0.093,0.081
0.117,0.114
0.111,0.114
0.098,0.115
0.088,0.094
0.089,0.09
0.087,0.089
0.101,0.089
0.12,0.097
0.111,0.086
0.069,0.082
0.08,0.09
0.103,0.081
0.126,0.112
0.08,0.084
0.079,0.096
0.11,0.108
0.023,0.086
0.023,0.096
0.045,0.1
0.221,0.105
0.03,0.083
0.21,0.105
0.209,0.11
0.12,0.115
0.071,0.116
0.14,0.099
0.12,0.097
0.073,0.104
0.057,0.086
0.21,0.112
0.256,0.097
0.295,0.119
0.001,0.094
0.107,0.097
0.22,0.115
0.304,0.109
0.141,0.089
0.099,0.105
0.094,0.093
0.079,0.099
0.072,0.081
0.092,0.086
0.121,0.107
0.1,0.117
0.034,0.096
0.085,0.089
0.085,0.085
0.095,0.088
0.093,0.093
0.08,0.083
0.091,0.085
0.011,0.103
0.037,0.11
0.045,0.088
0.011,0.094
0.102,0.087
0.095,0.101
0.117,0.095
0.11,0.112
0.125,0.118
0.003,0.105
0.105,0.109
0.081,0.097
0.061,0.101
0.128,0.116
0.1,0.106
0.096,0.117
0.113,0.111
0.206,0.108
0.137,0.118
0.025,0.096
0.289,0.104
0.013,0.096
0.113,0.097
0.068,0.093
0.115,0.119
0.124,0.116
0.303,0.082
0.207,0.11
0.231,0.09
0.098,0.108
0.085,0.093
0.076,0.09
0.177,0.118
0.207,0.117
0.015,0.116
0.112,0.119
0.099,0.105
0.077,0.09
0.093,0.091
0.095,0.095
0.072,0.087
0.145,0.109
0.039,0.101
0.094,0.108
0.089,0.089
0.116,0.097
0.079,0.081
0.149,0.103
0.15,0.118
0.109,0.116
0.093,0.104
0.1,0.084
0.106,0.105
0.116,0.11
0.112,0.116
0.127,0.116
0.115,0.118
0.109,0.112
0.103,0.106
0.098,0.101
0.117,0.102
0.088,0.102
0.081,0.085
0.121,0.118
0.112,0.113
0.086,0.1
0.105,0.095
0.116,0.086
0.038,0.106
0.025,0.093
0.186,0.087
0.155,0.118
0.097,0.12
0.101,0.097
0.084,0.101
0.089,0.084
0.093,0.095
0.114,0.093
0.057,0.085
0.082,0.085
0.1,0.084
0.152,0.12
0.011,0.119
0.09,0.082
0.092,0.091
0.028,0.113
0.082,0.102
0.083,0.082
0.1,0.095
0.24,0.113
0.104,0.114
0.087,0.096
0.086,0.083
0.086,0.084
0.096,0.094
0.091,0.092
0.101,0.093
0.11,0.112
0.118,0.11
0.161,0.107
0.006,0.102
0.082,0.094
0.072,0.082
0.084,0.082
0.083,0.085
0.103,0.092
0.116,0.112
0.13,0.118
0.118,0.114
0.11,0.115
0.091,0.102
0.097,0.092
0.122,0.113
0.116,0.118
0.124,0.112
0.1,0.12
0.091,0.097
0.105,0.092
0.078,0.098
0.122,0.12
0.108,0.118
0.184,0.12
0.085,0.092
0.025,0.105
0.094,0.104
0.12,0.12
0.091,0.089
0.061,0.086
0.102,0.091
0.139,0.116
0.082,0.081
0.114,0.107
0.113,0.114
0.117,0.116
0.088,0.099
0.098,0.086
0.138,0.117
0.095,0.103
0.081,0.089
0.14,0.1
0.076,0.092
0.125,0.1
0.114,0.118
0.121,0.12
0.125,0.12
0.104,0.116
0.118,0.111
0.115,0.117
0.126,0.119
0.126,0.116
0.102,0.104
0.116,0.108
0.11,0.115
0.078,0.091
0.079,0.081
0.126,0.106
0.096,0.097
0.119,0.104
0.109,0.117
0.116,0.087
0.109,0.108
0.017,0.088
0.212,0.096
0.13,0.099
0.077,0.102
0.011,0.089
0.094,0.084
0.12,0.104
0.088,0.098
0.098,0.088
0.091,0.099
0.106,0.119
0.086,0.094
0.102,0.09
0.129,0.112
0.097,0.11
0.134,0.106
0.076,0.089
0.085,0.086
0.009,0.084
0.151,0.111
0.024,0.099
0.093,0.093
0.1,0.111
0.107,0.101
0.101,0.104
0.124,0.107
0.093,0.115
0.096,0.088
0.094,0.095
0.074,0.083
0.096,0.092
0.135,0.115
0.021,0.094
0.013,0.082
0.228,0.09
0.042,0.115
0.115,0.115
0.115,0.115
0.026,0.084
0.141,0.116
0.061,0.101
0.107,0.089
0.117,0.104
0.039,0.114
0.128,0.099
0.053,0.082
0.126,0.094
0.027,0.117
0.176,0.092
0.104,0.083
0.108,0.105
0.081,0.112
0.097,0.104
0.091,0.103
0.089,0.087
0.091,0.088
0.099,0.098
0.099,0.1
0.067,0.085
0.097,0.092
0.077,0.091
0.101,0.101
0.111,0.105
0.112,0.112
0.111,0.112
0.115,0.112
0.121,0.115
0.018,0.092
0.147,0.089
0.143,0.111
0.012,0.101
0.091,0.093
0.089,0.09
0.09,0.09
0.088,0.088
0.09,0.089
0.089,0.09
0.093,0.089
0.196,0.117
0.035,0.09
0.337,0.118
0.121,0.096
0.047,0.088
0.161,0.083
0.027,0.089
0.047,0.09
0.113,0.119
0.092,0.088
0.09,0.083
0.029,0.09
0.15,0.114
0.133,0.119
0.033,0.118
0.025,0.113
0.109,0.109
0.109,0.109
0.109,0.109
0.109,0.109
0.109,0.109
0.17,0.085
0.014,0.086
0.039,0.099
0.027,0.103
0.226,0.084
0.108,0.109
0.107,0.108
0.11,0.085
0.026,0.086
0.303,0.085
0.101,0.082
0.115,0.113
0.284,0.12
0.074,0.116
0.19,0.114
0.033,0.087
0.144,0.086
0.09,0.116
0.079,0.085
0.086,0.081
0.083,0.082
0.104,0.088
0.13,0.12
0.076,0.108
0.08,0.081
0.096,0.11
0.086,0.091
0.109,0.108
0.12,0.094
0.136,0.098
0.074,0.096
0.122,0.098
0.019,0.091
0.096,0.085
0.069,0.083
0.081,0.088
0.067,0.082
0.107,0.118
0.092,0.1
0.065,0.082
0.084,0.084
0.084,0.085
0.094,0.086
0.091,0.09
0.18,0.104
0.1,0.116
0.074,0.088
0.126,0.11
0.1,0.11
0.078,0.088
0.092,0.087
0.103,0.098
0.127,0.112
0.184,0.081
0.139,0.084
0.07,0.101
0.082,0.084
0.094,0.092
0.101,0.092
0.105,0.098
0.126,0.116
0.091,0.099
0.08,0.082
0.049,0.085
0.117,0.118
0.124,0.119
0.126,0.094
0.077,0.081
0.089,0.081
0.12,0.105
0.106,0.117
0.073,0.081
0.109,0.094
0.097,0.1
0.09,0.096
0.121,0.119
0.116,0.119
0.115,0.115
0.108,0.109
0.107,0.109
0.108,0.108
0.011,0.1
0.124,0.113
0.107,0.114
0.118,0.111
0.106,0.108
0.089,0.099
0.107,0.095
0.117,0.113
0.116,0.115
0.093,0.089
0.054,0.097
0.101,0.101
0.098,0.099
0.068,0.115
0.155,0.114
0.044,0.116
0.058,0.107
0.018,0.084
0.085,0.117
0.06,0.086
0.142,0.112
0.093,0.095
0.095,0.092
0.106,0.099
0.126,0.115
0.093,0.111
0.075,0.083
0.117,0.1
0.111,0.12
0.108,0.108
0.089,0.101
0.087,0.088
0.008,0.083
0.089,0.082
0.116,0.103
0.103,0.112
0.101,0.098
0.105,0.099
0.104,0.101
0.005,0.097
0.078,0.117
0.134,0.1
0.084,0.096
0.116,0.106
0.047,0.093
0.102,0.12
0.059,0.081
0.096,0.081
0.098,0.089
0.129,0.11
0.005,0.1
0.153,0.104
0.129,0.1
0.107,0.114
0.075,0.096
0.139,0.114
0.101,0.096
0.089,0.088
0.103,0.099
0.065,0.082
0.094,0.081
0.11,0.098
0.118,0.116
0.092,0.093
0.064,0.081
0.095,0.082
0.118,0.098
0.011,0.085
0.073,0.091
0.166,0.091
0.11,0.118
0.093,0.104
0.081,0.085
0.072,0.084
0.097,0.091
0.093,0.098
0.084,0.098
0.096,0.085
0.102,0.096
0.116,0.107
0.104,0.108
0.145,0.118
0.104,0.099
0.025,0.084
0.083,0.093
0.083,0.1
0.031,0.081
0.274,0.106
0.026,0.114
0.057,0.087
0.059,0.088
0.217,0.115
0.115,0.09
0.078,0.092
0.119,0.09
0.119,0.119
0.089,0.082
0.144,0.091
0.096,0.117
0.102,0.101
0.12,0.11
0.078,0.097
0.12,0.109
0.156,0.12
0.133,0.099
0.136,0.119
0.082,0.081
0.17,0.094
0.258,0.112
0.105,0.083
0.074,0.083
0.086,0.094
0.085,0.085
0.078,0.082
0.092,0.082
0.051,0.082
0.12,0.082
0.007,0.114
0.307,0.096
0.062,0.087
0.044,0.111
0.112,0.105
0.088,0.105
0.073,0.082
0.106,0.093
0.088,0.098
0.094,0.09
0.102,0.099
0.079,0.093
0.136,0.106
0.188,0.1
0.099,0.1
0.137,0.106
0.019,0.09
0.043,0.107
0.103,0.102
0.202,0.109
0.468,0.111
0.048,0.106
0.09,0.091
0.177,0.106
0.027,0.089
0.013,0.104
0.136,0.091
0.025,0.084
0.089,0.111
0.13,0.117
0.127,0.081
0.021,0.109
0.244,0.118
0.066,0.098
0.044,0.095
0.198,0.108
0.122,0.12
0.038,0.116
0.067,0.111
0.097,0.093
0.216,0.12
0.245,0.097
0.12,0.098
0.127,0.098
0.056,0.095
0.012,0.104
0.302,0.107
0.013,0.11
0.368,0.093
0.099,0.116
0.058,0.082
0.118,0.112
0.079,0.099
0.135,0.095
0.109,0.094
0.083,0.084
0.16,0.117
0.11,0.09
0.119,0.101
0.051,0.088
0.133,0.092
0.114,0.088
0.041,0.1
0.039,0.081
0.079,0.114
0.026,0.116
0.078,0.095
0.101,0.094
0.008,0.101
0.055,0.12
0.061,0.099
0.259,0.096
0.002,0.081
0.218,0.099
0.097,0.092
0.1,0.099
0.081,0.092
0.098,0.096
0.079,0.09
0.124,0.096
0.129,0.12
0.075,0.107
0.094,0.085
0.104,0.099
0.101,0.104
0.061,0.088
0.125,0.118
0.096,0.116
0.1,0.098
0.11,0.102
0.102,0.099
0.106,0.109
0.195,0.119
0.205,0.097
0.027,0.084
0.139,0.096
0.032,0.12
0.021,0.088
0.105,0.108
0.025,0.093
0.089,0.106
0.112,0.092
0.064,0.101
0.096,0.081
0.123,0.109
0.028,0.097
0.091,0.094
0.145,0.107
0.033,0.084
0.099,0.105
0.095,0.099
0.108,0.12
0.121,0.111
0.079,0.108
0.12,0.106
0.101,0.102
0.114,0.103
0.033,0.108
0.103,0.11
0.104,0.11
0.074,0.089
0.179,0.101
0.116,0.103
0.178,0.103
0.077,0.1
0.076,0.102
0.126,0.081
0.083,0.091
0.058,0.082
0.085,0.088
0.116,0.09
0.024,0.109
0.086,0.081
0.122,0.105
0.085,0.105
0.082,0.114
0.181,0.101
0.07,0.081
0.118,0.085
0.039,0.1
0.145,0.112
0.103,0.104
0.103,0.103
0.102,0.102
0.104,0.105
0.103,0.103
0.037,0.102
0.148,0.088
0.167,0.105
0.356,0.118
0.061,0.102
0.064,0.085
0.081,0.115
0.281,0.113
0.131,0.111
0.112,0.112
0.116,0.117
0.077,0.11
0.084,0.09
0.227,0.109
0.068,0.118
0.088,0.088
0.089,0.089
0.074,0.091
0.216,0.09
0.051,0.11
0.082,0.082
0.095,0.09
0.09,0.094
0.104,0.089
0.109,0.1
0.106,0.113
0.119,0.113
0.115,0.107
0.094,0.094
0.093,0.093
0.092,0.093
0.091,0.092
0.09,0.091
0.089,0.09
0.088,0.089
0.087,0.088
0.086,0.087
0.085,0.086
0.084,0.085
0.083,0.084
0.082,0.083
0.082,0.082
0.081,0.081
0.209,0.12
0.024,0.094
0.109,0.111
0.019,0.097
0.161,0.117
0.004,0.118
0.093,0.102
0.104,0.103
0.122,0.117
0.117,0.11
0.118,0.106
0.081,0.093
0.139,0.111
0.249,0.088
0.087,0.103
0.13,0.097
0.116,0.104
0.119,0.112
0.102,0.109
0.093,0.101
0.099,0.099
0.128,0.103
0.081,0.094
0.116,0.101
0.115,0.108
0.157,0.12
0.086,0.098
0.097,0.098
0.112,0.106
0.11,0.114
0.072,0.09
0.101,0.101
0.087,0.085
0.107,0.119
0.08,0.089
0.132,0.09
0.096,0.091
0.004,0.087
0.051,0.082
0.353,0.098
0.145,0.113
0.136,0.089
0.097,0.086
0.08,0.099
0.08,0.081
0.081,0.087
0.095,0.088
0.088,0.095
0.123,0.098
0.021,0.117
0.095,0.117
0.177,0.103
0.121,0.12
0.104,0.111
0.105,0.097
0.122,0.114
0.134,0.113
0.105,0.082
0.095,0.092
0.073,0.088
0.093,0.085
0.106,0.098
0.129,0.119
0.109,0.097
0.097,0.088
0.134,0.108
0.284,0.108
0.284,0.101
0.095,0.107
0.094,0.082
0.089,0.088
0.127,0.11
0.207,0.081
0.099,0.098
0.093,0.109
0.118,0.102
0.023,0.108
0.299,0.111
0.024,0.097
0.099,0.116
0.085,0.095
0.1,0.097
0.098,0.1
0.138,0.116
0.097,0.119
0.028,0.087
0.173,0.097
0.116,0.085
0.319,0.106
0.089,0.109
0.093,0.095
0.089,0.091
0.084,0.087
0.08,0.083
0.106,0.111
0.077,0.096
0.09,0.085
0.105,0.095
0.114,0.109
0.078,0.1
0.09,0.106
0.07,0.084
0.384,0.091
0.032,0.089
0.101,0.098
0.004,0.092
0.119,0.115
0.067,0.086
0.109,0.093
0.099,0.089
0.115,0.117
0.116,0.116
0.116,0.116
0.114,0.115
0.113,0.11
0.094,0.118
0.135,0.092
0.008,0.11
0.102,0.084
0.096,0.095
0.008,0.085
0.082,0.095
0.131,0.095
0.045,0.086
0.198,0.105
0.116,0.118
0.101,0.114
0.089,0.095
0.109,0.095
0.132,0.109
0.16,0.095
0.071,0.094
0.124,0.097
0.025,0.108
0.1,0.083
0.009,0.088
0.087,0.082
0.096,0.089
0.11,0.101
0.118,0.115
0.172,0.12
0.084,0.108
0.102,0.088
0.146,0.092
0.187,0.103
0.129,0.106
0.137,0.115
0.062,0.085
0.122,0.084
0.144,0.105
0.103,0.111
0.09,0.089
0.092,0.09
0.066,0.082
0.122,0.112
0.076,0.092
0.084,0.088
0.103,0.087
0.128,0.117
0.123,0.09
0.345,0.105
0.114,0.108
0.025,0.101
0.098,0.114
0.077,0.086
0.121,0.104
0.086,0.104
0.081,0.081
0.085,0.082
0.104,0.095
0.098,0.105
0.086,0.093
0.084,0.09
0.089,0.085
0.104,0.114
0.061,0.085
0.137,0.092
0.081,0.102
0.306,0.088
0.151,0.116
0.097,0.102
0.062,0.093
0.124,0.084
0.07,0.12
0.029,0.093
0.013,0.1
0.115,0.108
0.018,0.091
0.202,0.086
0.099,0.108
0.118,0.107
0.106,0.116
0.091,0.096
0.086,0.09
0.075,0.083
0.091,0.089
0.117,0.085
0.106,0.115
0.122,0.113
0.104,0.108
0.104,0.106
0.087,0.081
0.104,0.098
0.085,0.097
0.052,0.102
0.097,0.1
0.125,0.107
0.079,0.1
0.1,0.1
0.071,0.09
0.125,0.114
0.093,0.114
0.108,0.089
0.111,0.11
0.027,0.115
0.033,0.114
0.161,0.117
0.01,0.091
0.031,0.115
0.187,0.092
0.038,0.101
0.128,0.11
0.209,0.099
0.043,0.092
0.161,0.117
0.11,0.114
0.119,0.11
0.115,0.112
0.112,0.094
0.209,0.083
0.049,0.108
0.127,0.115
0.096,0.107
0.093,0.095
0.21,0.107
0.333,0.093
0.06,0.082
0.245,0.105
0.08,0.09
0.034,0.113
0.092,0.083
0.185,0.088
0.213,0.114
0.013,0.094
0.122,0.099
0.172,0.108
0.116,0.113
0.111,0.094
0.006,0.084
0.107,0.109
0.103,0.107
0.074,0.087
0.088,0.082
0.022,0.083
0.048,0.083
0.309,0.087
0.31,0.119
0.088,0.096
0.083,0.086
0.09,0.087
0.112,0.097
0.112,0.115
0.061,0.09
0.007,0.081
0.125,0.099
0.098,0.119
0.068,0.086
0.106,0.093
0.126,0.092
0.01,0.097
0.119,0.114
0.119,0.119
0.189,0.097
0.156,0.108
0.094,0.096
0.092,0.094
0.094,0.093
0.076,0.084
0.163,0.118
0.134,0.084
0.063,0.09
0.094,0.086
0.114,0.102
0.109,0.118
0.076,0.088
0.11,0.112
0.096,0.106
0.078,0.087
0.103,0.103
0.075,0.087
0.003,0.091
0.002,0.087
0.069,0.117
0.135,0.088
0.093,0.092
0.097,0.085
0.023,0.081
0.157,0.084
0.026,0.083
0.04,0.118
0.041,0.107
0.341,0.09
0.081,0.101
0.152,0.092
0.115,0.085
0.093,0.086
0.075,0.083
0.107,0.098
0.12,0.105
0.09,0.11
0.075,0.081
0.135,0.083
0.265,0.098
0.085,0.082
0.084,0.086
0.254,0.097
0.063,0.086
0.106,0.103
0.121,0.112
0.005,0.113
0.101,0.116
0.142,0.12
0.24,0.09
0.112,0.11
0.162,0.114
0.095,0.108
0.083,0.091
0.084,0.082
0.085,0.087
0.123,0.097
0.037,0.081
0.144,0.111
0.078,0.105
0.022,0.086
0.376,0.085
0.343,0.118
0.081,0.104
0.11,0.092
0.105,0.112
0.069,0.086
0.149,0.111
0.103,0.11
0.106,0.111
0.141,0.12
0.098,0.112
0.101,0.102
0.089,0.09
0.091,0.086
0.118,0.095
0.1,0.115
0.088,0.104
0.071,0.083
0.104,0.088
0.095,0.089
0.099,0.098
0.006,0.098
0.126,0.119
0.106,0.115
0.12,0.107
0.006,0.105
0.024,0.09
0.189,0.119
0.102,0.091
0.087,0.096
0.074,0.084
0.114,0.107
0.101,0.115
0.101,0.098
0.095,0.1
0.003,0.09
0.076,0.081
0.041,0.09
0.116,0.082
0.075,0.092
0.126,0.096
0.113,0.111
0.079,0.108
0.178,0.084
0.106,0.118
0.162,0.084
0.104,0.09
0.104,0.115
0.12,0.116
0.096,0.108
0.082,0.083
0.11,0.106
0.12,0.12
0.105,0.111
0.087,0.097
0.103,0.114
0.079,0.094
0.113,0.083
0.099,0.106
0.093,0.091
0.102,0.107
0.098,0.103
0.011,0.085
0.107,0.094
0.122,0.109
0.04,0.081
0.07,0.083
0.14,0.118
0.048,0.114
0.117,0.081
0.163,0.115
0.005,0.102
0.003,0.081
0.102,0.095
0.115,0.108
0.079,0.089
0.048,0.092
0.115,0.115
0.126,0.083
0.007,0.098
0.104,0.083
0.069,0.082
0.081,0.081
0.104,0.095
0.109,0.106
0.099,0.104
0.079,0.095
0.087,0.084
0.099,0.096
0.114,0.106
0.139,0.12
0.101,0.103
0.102,0.102
0.107,0.096
0.089,0.091
0.096,0.093
0.1,0.101
0.113,0.111
0.071,0.098
0.198,0.118
0.108,0.119
0.004,0.083
0.108,0.116
0.099,0.103
0.1,0.103
0.08,0.087
0.089,0.084
0.064,0.081
0.092,0.11
0.082,0.091
0.085,0.089
0.087,0.093
0.122,0.097
0.096,0.095
0.111,0.083
0.09,0.11
0.095,0.087
0.106,0.099
0.076,0.092
0.098,0.091
0.108,0.107
0.115,0.112
0.108,0.114
0.015,0.108
0.012,0.092
0.259,0.09
0.008,0.081
0.095,0.092
0.07,0.083
0.106,0.093
0.129,0.114
0.073,0.111
0.097,0.089
0.098,0.093
0.09,0.097
0.1,0.094
0.097,0.097
0.075,0.084
0.182,0.093
0.13,0.083
0.074,0.098
0.08,0.087
0.086,0.09
0.077,0.107
0.119,0.108
0.124,0.096
0.009,0.097
0.152,0.086
0.063,0.12
0.115,0.109
0.096,0.09
0.147,0.116
0.009,0.107
0.096,0.099
0.095,0.105
0.083,0.086
0.094,0.093
0.092,0.093
0.088,0.089
0.084,0.082
0.187,0.082
0.152,0.106
0.11,0.098
0.081,0.088
0.081,0.082
0.155,0.094
0.107,0.108
0.102,0.089
0.077,0.088
0.078,0.089
0.09,0.085
0.108,0.098
0.113,0.116
0.073,0.087
0.092,0.102
0.09,0.093
0.096,0.091
0.086,0.091
0.011,0.094
0.067,0.081
0.089,0.081
0.134,0.097
0.113,0.118
0.101,0.106
0.093,0.095
0.108,0.098
0.027,0.109
0.113,0.092
0.037,0.089
0.125,0.087
0.106,0.118
0.102,0.105
0.102,0.104
0.093,0.097
0.089,0.092
0.096,0.09
0.095,0.097
0.087,0.092
0.082,0.084
0.082,0.085
0.086,0.083
0.095,0.091
0.117,0.106
0.101,0.11
0.096,0.101
0.096,0.092
0.102,0.101
0.007,0.092
0.083,0.092
0.072,0.084
0.111,0.101
0.008,0.094
0.159,0.12
0.082,0.102
0.086,0.083
0.076,0.086
0.103,0.091
0.092,0.098
0.074,0.087
0.114,0.089
0.123,0.119
0.111,0.115
0.1,0.09
0.135,0.116
0.046,0.103
0.124,0.085
0.076,0.108
0.096,0.105
0.098,0.103
0.078,0.087
0.007,0.087
0.119,0.109
0.081,0.112
0.114,0.081
0.11,0.109
0.217,0.099
0.085,0.087
0.113,0.115
0.112,0.112
0.105,0.11
0.114,0.106
0.113,0.114
0.078,0.091
0.088,0.091
0.107,0.1
0.105,0.106
0.102,0.104
0.011,0.083
0.074,0.094
0.084,0.098
0.078,0.096
0.184,0.117
0.135,0.082
0.093,0.12
0.177,0.111
0.016,0.081
0.093,0.085
0.105,0.092
0.09,0.107
0.104,0.094
0.137,0.106
0.105,0.097
0.132,0.111
0.005,0.089
0.103,0.108
0.014,0.111
0.158,0.109
0.027,0.092
0.129,0.114
0.024,0.081
0.122,0.084
0.11,0.114
0.014,0.082
