value,forecast
0.25,0.227
0.204,0.216
0.23,0.229
0.223,0.225
0.211,0.232
0.2,0.218
0.215,0.205
0.307,0.24
0.263,0.232
0.202,0.236
0.237,0.217
0.221,0.215
0.209,0.225
0.223,0.206
0.226,0.223
0.211,0.219
0.327,0.225
0.219,0.23
0.261,0.233
0.251,0.213
0.206,0.226
0.205,0.204
0.481,0.226
0.203,0.221
0.196,0.201
0.246,0.219
0.222,0.235
0.173,0.203
0.218,0.212
0.254,0.234
0.216,0.213
0.203,0.215
0.216,0.207
0.221,0.22
0.208,0.215
0.2,0.201
0.219,0.215
0.217,0.215
0.214,0.223
0.231,0.219
0.23,0.23
0.245,0.24
0.198,0.214
0.228,0.214
0.243,0.233
0.199,0.214
0.213,0.207
0.205,0.207
0.208,0.204
0.211,0.206
0.214,0.213
0.194,0.21
0.277,0.234
0.196,0.223
0.202,0.224
0.25,0.212
0.213,0.208
0.235,0.215
0.193,0.221
0.058,0.232
0.192,0.201
0.279,0.221
0.262,0.239
0.238,0.234
0.23,0.237
0.272,0.229
0.182,0.201
0.203,0.206
0.198,0.204
0.234,0.214
0.213,0.221
0.189,0.203
0.218,0.203
0.213,0.211
0.238,0.234
0.217,0.222
0.193,0.202
0.218,0.212
0.235,0.223
0.203,0.234
0.218,0.208
0.193,0.217
0.202,0.21
0.227,0.214
0.217,0.225
0.229,0.224
0.26,0.24
0.184,0.206
0.219,0.21
0.229,0.236
0.196,0.216
0.203,0.204
0.236,0.217
0.221,0.228
0.209,0.217
0.208,0.208
0.244,0.226
0.227,0.237
0.178,0.208
0.221,0.201
0.252,0.23
0.208,0.218
0.21,0.209
0.228,0.214
0.234,0.227
0.226,0.237
0.18,0.207
0.212,0.206
0.196,0.207
0.266,0.237
0.231,0.233
0.216,0.221
0.219,0.212
0.241,0.226
0.22,0.237
0.217,0.219
0.286,0.234
0.173,0.226
0.263,0.229
0.169,0.217
0.227,0.235
0.176,0.206
0.274,0.217
0.169,0.208
0.233,0.201
0.208,0.236
0.175,0.205
0.229,0.227
0.166,0.238
0.205,0.212
0.228,0.21
0.22,0.231
0.229,0.226
0.206,0.225
0.24,0.225
0.228,0.24
0.215,0.21
0.214,0.218
0.225,0.219
0.218,0.221
0.196,0.213
0.28,0.206
0.193,0.203
0.24,0.21
0.216,0.238
0.238,0.235
0.199,0.215
0.229,0.227
0.201,0.209
0.188,0.224
0.287,0.238
0.211,0.208
0.056,0.216
0.262,0.235
0.191,0.217
0.228,0.224
0.202,0.231
0.3,0.216
0.268,0.227
0.169,0.208
0.223,0.201
0.16,0.221
0.44,0.216
0.092,0.24
0.111,0.219
0.16,0.211
0.025,0.229
0.206,0.216
0.206,0.206
0.206,0.206
0.315,0.238
0.053,0.201
0.059,0.208
0.339,0.239
0.03,0.228
0.143,0.201
0.195,0.237
0.238,0.204
0.238,0.238
0.122,0.229
0.275,0.212
0.011,0.228
0.226,0.223
0.223,0.225
0.214,0.218
0.242,0.227
0.219,0.231
0.209,0.206
0.195,0.204
0.185,0.23
0.25,0.235
0.202,0.24
0.195,0.229
0.264,0.238
0.381,0.214
0.204,0.223
0.235,0.205
0.207,0.214
0.157,0.225
0.253,0.225
0.304,0.233
0.199,0.218
0.148,0.213
0.246,0.228
0.139,0.224
0.236,0.211
0.155,0.211
0.203,0.211
0.182,0.207
0.251,0.202
0.177,0.23
0.245,0.24
0.235,0.239
0.231,0.233
0.207,0.207
0.208,0.207
0.264,0.225
0.124,0.225
0.203,0.206
0.193,0.203
0.206,0.206
0.194,0.202
0.242,0.219
0.228,0.234
0.194,0.213
0.264,0.224
0.157,0.236
0.101,0.214
0.214,0.219
0.215,0.215
0.222,0.208
0.207,0.22
0.212,0.21
0.226,0.225
0.226,0.226
0.222,0.226
0.235,0.222
0.236,0.236
0.259,0.24
0.212,0.205
0.234,0.228
0.113,0.219
0.225,0.204
0.208,0.216
0.226,0.214
0.238,0.24
0.228,0.238
0.198,0.212
0.213,0.202
0.245,0.23
0.233,0.202
0.308,0.231
0.463,0.217
0.223,0.23
0.235,0.207
0.216,0.215
0.186,0.203
0.262,0.216
0.288,0.223
0.18,0.24
0.236,0.202
0.228,0.223
0.226,0.227
0.108,0.221
0.214,0.211
0.239,0.218
0.239,0.239
0.238,0.238
0.238,0.238
0.235,0.233
0.028,0.238
0.156,0.227
0.355,0.225
0.202,0.226
0.235,0.22
0.113,0.221
0.224,0.204
0.271,0.231
0.232,0.231
0.136,0.207
0.215,0.211
0.209,0.239
0.235,0.235
0.223,0.227
0.206,0.218
0.212,0.203
0.199,0.203
0.247,0.221
0.175,0.212
0.319,0.225
0.197,0.206
0.199,0.203
0.218,0.219
0.231,0.237
0.177,0.213
0.248,0.216
0.33,0.212
0.029,0.21
0.447,0.206
0.372,0.209
0.189,0.211
0.2,0.202
0.149,0.202
0.267,0.205
0.19,0.213
0.203,0.201
0.189,0.202
0.266,0.229
0.273,0.206
0.223,0.202
0.214,0.233
0.194,0.208
0.18,0.214
0.241,0.24
0.229,0.237
0.198,0.224
0.206,0.206
0.201,0.203
0.369,0.228
0.181,0.209
0.257,0.218
0.393,0.235
0.236,0.205
0.213,0.231
0.201,0.211
0.232,0.219
0.19,0.212
0.197,0.208
0.254,0.232
0.218,0.22
0.225,0.224
0.209,0.22
0.209,0.208
0.241,0.237
0.455,0.236
0.253,0.231
0.033,0.203
0.245,0.217
0.203,0.231
0.567,0.238
0.145,0.236
0.381,0.206
0.205,0.214
0.204,0.205
0.231,0.214
0.204,0.204
0.205,0.205
0.204,0.204
0.204,0.204
0.318,0.205
0.027,0.225
0.374,0.228
0.264,0.225
0.149,0.225
0.194,0.218
0.236,0.211
0.222,0.237
0.075,0.216
0.234,0.233
0.237,0.234
0.199,0.213
0.036,0.213
0.258,0.203
0.162,0.208
0.228,0.215
0.21,0.219
0.241,0.225
0.216,0.239
0.235,0.236
0.235,0.236
0.248,0.237
0.207,0.226
0.239,0.236
0.299,0.202
0.214,0.216
0.201,0.21
0.212,0.206
0.239,0.223
0.252,0.205
0.026,0.234
0.332,0.224
0.338,0.225
0.208,0.232
0.332,0.22
0.234,0.208
0.212,0.208
0.115,0.224
0.053,0.21
0.266,0.236
0.032,0.207
0.02,0.22
0.224,0.209
0.224,0.224
0.4,0.207
0.212,0.221
0.173,0.203
0.288,0.201
0.133,0.217
0.27,0.217
0.225,0.236
0.129,0.233
0.183,0.201
0.082,0.238
0.292,0.225
0.286,0.225
0.227,0.238
0.273,0.235
0.198,0.232
0.212,0.207
0.248,0.227
0.157,0.206
0.093,0.202
0.249,0.208
0.14,0.237
0.234,0.24
0.223,0.24
0.032,0.213
0.198,0.21
0.226,0.239
0.203,0.218
0.198,0.204
0.206,0.202
0.243,0.208
0.025,0.226
0.293,0.226
0.2,0.221
0.234,0.21
0.188,0.231
0.205,0.216
0.221,0.22
0.219,0.23
0.184,0.24
0.191,0.202
0.207,0.205
0.228,0.218
0.233,0.226
0.215,0.212
0.388,0.23
0.24,0.228
0.19,0.225
0.269,0.236
0.171,0.229
0.211,0.234
0.273,0.233
0.171,0.219
0.211,0.205
0.235,0.222
0.216,0.22
0.262,0.24
0.174,0.201
0.274,0.233
0.381,0.237
0.262,0.214
0.198,0.228
0.226,0.203
0.236,0.225
0.18,0.239
0.117,0.227
0.197,0.209
0.207,0.203
0.286,0.215
0.134,0.212
0.236,0.218
0.163,0.216
0.28,0.219
0.227,0.237
0.262,0.223
0.201,0.223
0.19,0.223
0.236,0.203
0.191,0.212
0.188,0.203
0.224,0.238
0.185,0.201
0.18,0.211
0.187,0.204
0.258,0.24
0.218,0.215
0.194,0.206
0.226,0.207
0.148,0.234
0.192,0.232
0.227,0.209
0.255,0.239
0.23,0.237
0.236,0.233
0.232,0.232
0.231,0.231
0.231,0.231
0.23,0.23
0.23,0.23
0.229,0.229
0.229,0.229
0.228,0.228
0.205,0.21
0.027,0.201
0.359,0.208
0.238,0.24
0.229,0.21
0.225,0.207
0.025,0.232
0.259,0.218
0.032,0.215
0.181,0.203
0.213,0.204
0.184,0.204
0.235,0.227
0.227,0.227
0.198,0.217
0.203,0.204
0.226,0.22
0.325,0.204
0.3,0.221
0.268,0.233
0.206,0.221
0.196,0.204
0.23,0.208
0.213,0.22
0.227,0.216
0.227,0.227
0.297,0.21
0.241,0.216
0.223,0.237
0.258,0.229
0.227,0.24
0.205,0.232
0.208,0.216
0.179,0.204
0.223,0.223
0.363,0.24
0.268,0.216
0.315,0.209
0.258,0.22
0.226,0.223
0.242,0.236
0.218,0.232
0.218,0.217
0.223,0.22
0.219,0.231
0.224,0.227
0.178,0.236
0.202,0.225
0.203,0.204
0.219,0.217
0.328,0.205
0.582,0.213
0.183,0.22
0.207,0.204
0.227,0.218
0.239,0.239
0.141,0.213
0.197,0.205
0.313,0.205
0.179,0.207
0.056,0.218
0.202,0.224
0.176,0.205
0.217,0.204
0.021,0.213
0.18,0.202
0.101,0.208
0.157,0.205
0.245,0.24
0.289,0.236
0.153,0.201
0.249,0.238
0.255,0.229
0.358,0.229
0.137,0.203
0.308,0.223
0.283,0.211
0.166,0.225
0.224,0.209
0.245,0.224
0.221,0.233
0.232,0.228
0.252,0.24
0.225,0.237
0.201,0.21
0.303,0.239
0.295,0.234
0.138,0.214
0.241,0.24
0.222,0.23
0.221,0.222
0.156,0.208
0.224,0.204
0.187,0.21
0.229,0.206
0.231,0.227
0.231,0.229
0.509,0.222
0.242,0.22
0.232,0.236
0.039,0.238
0.368,0.206
0.211,0.223
0.212,0.225
0.202,0.205
0.238,0.203
0.229,0.235
0.226,0.24
0.283,0.239
0.188,0.23
0.242,0.207
0.235,0.225
0.253,0.23
0.259,0.227
0.172,0.227
0.241,0.216
0.221,0.224
0.232,0.225
0.19,0.231
0.222,0.21
0.269,0.24
0.192,0.215
0.314,0.232
0.116,0.212
0.263,0.213
0.176,0.21
0.188,0.217
0.229,0.201
0.17,0.21
0.276,0.222
0.226,0.239
0.194,0.212
0.384,0.209
0.38,0.202
0.567,0.202
0.466,0.231
0.241,0.223
0.239,0.24
0.224,0.222
0.248,0.208
0.318,0.215
0.252,0.238
0.056,0.216
0.362,0.211
0.15,0.201
0.024,0.204
0.198,0.209
0.371,0.212
0.218,0.224
0.238,0.221
0.184,0.204
0.232,0.226
0.177,0.207
0.153,0.223
0.229,0.227
0.241,0.223
0.214,0.225
0.013,0.217
0.057,0.214
0.173,0.229
0.254,0.201
0.215,0.223
0.215,0.225
0.207,0.209
0.214,0.232
0.205,0.231
0.292,0.204
0.177,0.225
0.23,0.23
0.181,0.205
0.24,0.208
0.277,0.21
0.233,0.232
0.233,0.203
0.236,0.235
0.231,0.234
0.164,0.206
0.273,0.227
0.529,0.217
0.046,0.233
0.325,0.201
0.382,0.234
0.103,0.238
0.496,0.237
0.178,0.224
0.179,0.229
0.27,0.223
0.155,0.206
0.268,0.238
0.225,0.215
0.23,0.236
0.238,0.234
0.2,0.237
0.201,0.201
0.235,0.231
0.233,0.234
0.044,0.222
0.384,0.201
0.251,0.208
0.293,0.207
0.261,0.226
0.129,0.214
0.08,0.205
0.176,0.221
0.27,0.208
0.223,0.204
0.223,0.224
0.222,0.223
0.179,0.234
0.432,0.21
0.046,0.221
0.237,0.237
0.235,0.236
0.234,0.234
0.233,0.233
0.187,0.208
0.218,0.233
0.316,0.233
0.269,0.218
0.183,0.24
0.206,0.221
0.277,0.236
0.013,0.223
0.188,0.212
0.218,0.211
0.214,0.212
0.197,0.21
0.221,0.213
0.287,0.237
0.192,0.206
0.236,0.203
0.249,0.222
0.185,0.221
0.433,0.227
0.169,0.214
0.174,0.22
0.257,0.215
0.208,0.236
0.187,0.216
0.009,0.22
0.503,0.234
0.184,0.205
0.275,0.22
0.298,0.236
0.194,0.212
0.237,0.234
0.21,0.219
0.198,0.214
0.228,0.202
0.249,0.233
0.052,0.23
0.153,0.203
0.293,0.223
0.2,0.222
0.284,0.223
0.063,0.22
0.168,0.208
0.154,0.233
0.208,0.236
0.269,0.218
0.233,0.22
0.257,0.239
0.241,0.202
0.276,0.224
0.226,0.236
0.165,0.224
0.441,0.237
0.125,0.227
0.232,0.236
0.233,0.232
0.028,0.222
0.196,0.223
0.238,0.217
0.207,0.225
0.215,0.213
0.123,0.232
0.477,0.232
0.191,0.211
0.232,0.221
0.18,0.207
0.308,0.225
0.032,0.233
0.423,0.221
0.467,0.239
0.214,0.24
0.245,0.224
0.252,0.222
0.007,0.218
0.069,0.202
0.059,0.207
0.486,0.235
0.224,0.231
0.204,0.219
0.21,0.225
0.248,0.239
0.237,0.219
0.213,0.233
0.206,0.21
0.175,0.204
0.224,0.224
0.267,0.221
0.224,0.206
0.237,0.235
0.225,0.231
0.235,0.231
0.242,0.24
0.119,0.226
0.383,0.239
0.167,0.235
0.23,0.206
0.187,0.221
0.184,0.227
0.262,0.239
0.496,0.233
0.221,0.238
0.211,0.217
0.288,0.234
0.223,0.229
0.191,0.213
0.318,0.223
0.252,0.217
0.187,0.237
0.182,0.219
0.25,0.216
0.241,0.214
0.458,0.234
0.065,0.211
0.194,0.221
0.156,0.236
0.236,0.204
0.236,0.236
0.231,0.236
0.256,0.202
0.038,0.211
0.219,0.213
0.239,0.225
0.162,0.207
0.119,0.216
0.173,0.202
0.205,0.201
0.246,0.222
0.086,0.24
0.208,0.214
0.185,0.206
0.273,0.235
0.232,0.227
0.192,0.237
0.293,0.225
0.227,0.216
0.307,0.238
0.039,0.233
0.349,0.229
0.291,0.222
0.307,0.231
0.239,0.225
0.217,0.215
0.189,0.204
0.231,0.215
0.216,0.235
0.211,0.213
0.183,0.201
0.187,0.201
0.242,0.235
0.19,0.215
0.285,0.238
0.169,0.207
0.474,0.217
0.006,0.232
0.206,0.227
0.24,0.237
0.077,0.221
0.193,0.212
0.188,0.215
0.205,0.226
0.218,0.212
0.267,0.224
0.039,0.221
0.277,0.206
0.222,0.209
0.194,0.208
0.213,0.202
0.2,0.209
0.226,0.204
0.194,0.201
0.207,0.217
0.23,0.236
0.196,0.212
0.189,0.222
0.259,0.225
0.083,0.22
0.28,0.223
0.305,0.225
0.281,0.213
0.242,0.235
0.241,0.214
0.19,0.216
0.194,0.202
0.223,0.225
0.221,0.223
0.244,0.229
0.23,0.233
0.324,0.204
0.172,0.212
0.36,0.231
0.229,0.21
0.192,0.207
0.228,0.219
0.253,0.236
0.198,0.23
0.148,0.218
0.272,0.21
0.157,0.223
0.25,0.228
0.007,0.226
0.202,0.24
0.201,0.206
0.24,0.23
0.177,0.218
0.265,0.237
0.226,0.235
0.208,0.214
0.22,0.219
0.225,0.22
0.241,0.228
0.225,0.228
0.208,0.216
0.341,0.231
0.203,0.225
0.196,0.203
0.229,0.225
0.225,0.225
0.202,0.219
0.255,0.228
0.208,0.24
0.22,0.204
0.225,0.222
0.238,0.24
0.233,0.234
0.235,0.226
0.172,0.233
0.281,0.232
0.151,0.204
0.204,0.222
0.313,0.228
0.159,0.22
0.069,0.219
0.059,0.221
0.136,0.206
0.169,0.227
0.476,0.209
0.231,0.227
0.058,0.201
0.287,0.201
0.184,0.207
0.228,0.237
0.178,0.208
0.212,0.216
0.225,0.208
0.202,0.206
0.223,0.235
0.171,0.203
0.226,0.221
0.203,0.205
0.227,0.203
0.206,0.201
0.214,0.231
0.163,0.205
0.233,0.236
0.301,0.218
0.132,0.235
0.242,0.202
0.218,0.225
0.235,0.231
0.23,0.226
0.184,0.206
0.225,0.213
0.245,0.236
0.199,0.228
0.186,0.235
0.186,0.221
0.206,0.225
0.224,0.212
0.246,0.237
0.271,0.204
0.223,0.231
0.24,0.235
0.201,0.238
0.228,0.215
0.292,0.207
0.158,0.208
0.247,0.212
0.217,0.214
0.197,0.215
0.244,0.231
0.238,0.232
0.143,0.231
0.16,0.218
0.227,0.21
0.22,0.208
0.21,0.209
0.246,0.228
0.291,0.231
0.026,0.212
0.31,0.204
0.192,0.218
0.262,0.237
0.305,0.215
0.294,0.211
0.128,0.232
0.288,0.21
0.069,0.218
0.246,0.202
0.215,0.23
0.204,0.21
0.228,0.224
0.168,0.209
0.203,0.233
0.216,0.218
0.242,0.225
0.21,0.238
0.239,0.235
0.138,0.204
0.314,0.202
0.4,0.234
0.241,0.212
0.365,0.237
0.137,0.223
0.235,0.232
0.188,0.211
0.186,0.204
0.235,0.22
0.242,0.24
0.214,0.208
0.208,0.221
0.208,0.205
0.213,0.238
0.235,0.236
0.239,0.229
0.218,0.239
0.218,0.22
0.238,0.223
0.218,0.205
0.253,0.237
0.169,0.205
0.19,0.209
0.269,0.233
0.219,0.218
0.218,0.218
0.199,0.217
0.236,0.226
0.227,0.24
0.231,0.224
0.24,0.238
0.253,0.24
0.226,0.211
0.149,0.202
0.186,0.213
0.252,0.223
0.205,0.224
0.189,0.203
0.246,0.237
0.233,0.238
0.209,0.219
0.237,0.228
0.209,0.23
0.242,0.229
0.257,0.239
0.015,0.216
0.247,0.203
0.133,0.229
0.36,0.222
0.221,0.231
0.211,0.213
0.213,0.213
0.21,0.215
0.186,0.201
0.248,0.223
0.254,0.236
0.204,0.209
0.203,0.203
0.187,0.208
0.326,0.224
0.184,0.233
0.232,0.235
0.222,0.228
0.23,0.234
0.229,0.221
0.226,0.238
0.244,0.232
0.185,0.226
0.258,0.228
0.182,0.202
0.248,0.237
0.236,0.24
0.182,0.216
0.252,0.206
0.263,0.238
0.209,0.229
0.217,0.203
0.214,0.208
0.229,0.218
0.218,0.221
0.216,0.224
0.201,0.204
0.18,0.213
0.227,0.24
0.218,0.221
0.225,0.216
0.222,0.228
0.238,0.221
0.233,0.233
0.193,0.211
0.238,0.22
0.153,0.201
0.155,0.229
0.405,0.205
0.123,0.22
0.163,0.205
0.201,0.226
0.198,0.221
0.229,0.224
0.225,0.21
0.239,0.223
0.197,0.202
0.352,0.216
0.14,0.207
0.208,0.223
0.204,0.201
0.225,0.23
0.215,0.214
0.258,0.234
0.196,0.215
0.235,0.213
0.149,0.231
0.336,0.224
0.13,0.211
0.139,0.231
0.253,0.216
0.168,0.224
0.339,0.219
0.122,0.222
0.219,0.222
0.215,0.213
0.226,0.217
0.205,0.206
0.226,0.222
0.196,0.227
0.221,0.214
0.233,0.223
0.276,0.227
0.274,0.238
0.216,0.209
0.092,0.222
0.222,0.21
0.215,0.231
0.211,0.229
0.144,0.226
0.282,0.233
0.228,0.239
0.215,0.235
0.223,0.216
0.207,0.22
0.235,0.216
0.229,0.235
0.215,0.226
0.22,0.207
0.224,0.202
0.245,0.229
0.196,0.236
0.195,0.204
0.219,0.23
0.188,0.207
0.287,0.209
0.249,0.209
0.196,0.22
0.208,0.202
0.192,0.217
0.223,0.212
0.22,0.22
0.23,0.227
0.159,0.206
0.259,0.231
0.223,0.237
0.238,0.224
0.213,0.217
0.223,0.215
0.222,0.232
0.196,0.21
0.233,0.209
0.215,0.226
0.217,0.217
0.216,0.217
0.225,0.225
0.238,0.23
0.238,0.239
0.213,0.225
0.203,0.226
0.248,0.208
0.227,0.238
0.222,0.228
0.2,0.214
0.224,0.229
0.237,0.236
0.149,0.202
0.26,0.228
0.187,0.212
0.222,0.21
0.198,0.229
0.193,0.208
0.222,0.204
0.225,0.229
0.207,0.217
0.217,0.205
0.23,0.233
0.22,0.204
0.195,0.221
0.199,0.202
0.214,0.217
0.247,0.232
0.24,0.225
0.225,0.233
0.205,0.212
0.243,0.221
0.195,0.216
0.166,0.206
0.195,0.22
0.148,0.222
0.315,0.224
0.161,0.202
0.301,0.227
0.236,0.212
0.202,0.218
0.094,0.222
0.244,0.218
0.043,0.232
0.192,0.238
0.1,0.223
0.211,0.208
0.192,0.218
0.222,0.222
0.218,0.222
0.206,0.212
0.18,0.212
0.236,0.235
0.222,0.228
0.222,0.219
0.229,0.225
0.263,0.237
0.217,0.221
0.236,0.231
0.231,0.232
0.269,0.216
0.236,0.22
0.155,0.201
0.089,0.231
0.257,0.205
0.204,0.221
0.126,0.222
0.129,0.215
0.192,0.211
0.202,0.202
0.204,0.201
0.227,0.236
0.25,0.239
0.243,0.227
0.266,0.24
0.213,0.228
0.242,0.224
0.183,0.208
0.235,0.233
0.198,0.22
0.344,0.236
0.226,0.237
0.228,0.228
0.217,0.225
0.237,0.235
0.216,0.232
0.215,0.204
0.215,0.23
0.048,0.231
0.289,0.238
0.125,0.237
0.231,0.22
0.246,0.238
0.185,0.222
0.388,0.219
0.105,0.235
0.331,0.233
0.329,0.226
0.335,0.231
0.372,0.209
0.237,0.228
0.238,0.24
0.026,0.21
0.228,0.221
0.192,0.205
0.177,0.23
0.21,0.213
0.204,0.204
0.065,0.224
0.307,0.206
0.299,0.203
0.176,0.21
0.223,0.231
0.266,0.232
0.183,0.201
0.193,0.222
0.222,0.208
0.247,0.229
0.232,0.223
0.25,0.237
0.205,0.215
0.27,0.214
0.23,0.238
0.225,0.231
0.204,0.212
0.233,0.22
0.206,0.222
0.202,0.209
0.227,0.203
0.28,0.24
0.223,0.231
0.214,0.218
0.205,0.212
0.21,0.209
0.216,0.218
0.23,0.216
0.212,0.219
0.243,0.227
0.22,0.237
0.211,0.225
0.249,0.21
0.203,0.21
0.256,0.225
0.229,0.24
0.237,0.23
0.235,0.232
0.215,0.227
0.191,0.201
0.22,0.225
0.201,0.202
0.25,0.212
0.228,0.223
0.227,0.237
0.063,0.212
0.364,0.209
0.217,0.235
0.283,0.23
0.187,0.218
0.23,0.208
0.221,0.212
0.161,0.213
0.208,0.209
0.209,0.208
0.208,0.209
0.211,0.211
0.211,0.21
0.212,0.212
0.215,0.212
0.226,0.221
0.224,0.225
0.216,0.221
0.219,0.218
0.216,0.218
0.222,0.219
0.22,0.22
0.221,0.222
0.22,0.22
0.202,0.219
0.208,0.229
0.173,0.237
0.214,0.223
0.203,0.207
0.236,0.223
0.212,0.235
0.192,0.206
0.217,0.21
0.207,0.214
0.378,0.223
0.209,0.224
0.2,0.205
0.194,0.202
0.233,0.215
0.257,0.24
0.193,0.233
0.243,0.228
0.197,0.223
0.232,0.227
0.165,0.205
0.227,0.225
0.227,0.239
0.207,0.218
0.208,0.206
0.219,0.211
0.237,0.225
0.228,0.237
0.222,0.227
0.206,0.217
0.176,0.206
0.222,0.205
0.2,0.208
0.205,0.229
0.212,0.203
0.243,0.227
0.226,0.226
0.129,0.239
0.161,0.229
0.504,0.24
0.266,0.238
0.226,0.202
0.163,0.215
0.208,0.24
0.23,0.231
0.21,0.215
0.229,0.227
0.214,0.226
0.197,0.209
0.215,0.206
0.232,0.23
0.217,0.238
0.191,0.219
0.203,0.214
0.364,0.216
0.245,0.234
0.167,0.224
0.227,0.236
0.199,0.22
0.182,0.21
0.176,0.217
0.216,0.202
0.197,0.204
0.253,0.225
0.217,0.231
0.221,0.215
0.207,0.212
0.241,0.21
0.234,0.231
0.189,0.205
0.205,0.206
0.176,0.201
0.245,0.232
0.189,0.225
0.233,0.226
0.189,0.211
0.169,0.225
0.269,0.235
0.188,0.234
0.22,0.234
0.297,0.238
0.177,0.237
0.213,0.223
0.217,0.217
0.224,0.219
0.184,0.22
0.213,0.213
0.267,0.226
0.201,0.223
0.19,0.205
0.26,0.238
0.346,0.208
0.131,0.213
0.332,0.219
0.173,0.239
0.217,0.226
0.213,0.224
0.221,0.222
0.213,0.219
0.218,0.213
0.253,0.23
0.193,0.225
0.229,0.201
0.215,0.228
0.213,0.215
0.197,0.214
0.21,0.233
0.209,0.206
0.199,0.201
0.224,0.214
0.204,0.228
0.192,0.204
0.238,0.207
0.186,0.207
0.231,0.202
0.045,0.235
0.238,0.202
0.265,0.229
0.217,0.203
0.259,0.237
0.21,0.227
0.209,0.208
0.221,0.214
0.193,0.209
0.339,0.239
0.174,0.207
0.228,0.213
0.216,0.229
0.193,0.213
0.239,0.206
0.218,0.234
0.252,0.235
0.202,0.23
0.175,0.217
0.206,0.202
0.19,0.207
0.205,0.216
0.2,0.216
0.284,0.233
0.213,0.227
0.178,0.204
0.339,0.208
0.13,0.232
0.253,0.217
0.158,0.209
0.297,0.203
0.211,0.202
0.234,0.219
0.392,0.225
0.043,0.215
0.217,0.226
0.195,0.201
0.195,0.201
0.222,0.206
0.215,0.215
0.212,0.212
0.214,0.21
0.241,0.24
0.182,0.222
0.271,0.239
0.331,0.225
0.19,0.237
0.23,0.209
0.21,0.231
0.254,0.227
0.209,0.205
0.246,0.225
0.228,0.24
0.223,0.228
0.244,0.226
0.217,0.228
0.214,0.212
0.208,0.212
0.245,0.213
0.216,0.214
0.264,0.229
0.083,0.219
0.096,0.206
0.225,0.208
0.24,0.225
0.069,0.203
0.515,0.227
0.24,0.24
0.25,0.204
0.075,0.227
0.22,0.238
0.196,0.21
0.22,0.23
0.215,0.218
0.193,0.22
0.234,0.208
0.237,0.232
0.225,0.231
0.206,0.218
0.241,0.215
0.15,0.233
0.298,0.221
0.074,0.24
0.183,0.213
0.301,0.202
0.214,0.213
0.193,0.207
0.215,0.219
