value,forecast
0.721,0.694
0.706,0.711
0.81,0.704
0.67,0.696
0.73,0.704
0.704,0.719
0.674,0.693
0.685,0.688
0.679,0.713
0.726,0.71
0.678,0.718
0.687,0.684
0.786,0.718
0.749,0.693
0.723,0.709
0.675,0.72
0.717,0.694
0.681,0.682
0.806,0.698
0.661,0.699
0.717,0.696
0.739,0.716
0.671,0.708
0.775,0.717
0.666,0.719
0.731,0.713
0.665,0.708
0.704,0.695
0.702,0.712
0.696,0.699
0.622,0.681
0.649,0.713
0.803,0.69
0.655,0.681
0.644,0.682
0.846,0.717
0.832,0.72
0.691,0.7
0.618,0.715
0.774,0.684
0.695,0.699
0.734,0.713
0.722,0.69
0.594,0.708
0.717,0.704
0.754,0.689
0.53,0.694
0.698,0.703
0.709,0.713
0.681,0.696
0.738,0.694
0.727,0.694
0.698,0.694
0.746,0.705
0.689,0.714
0.75,0.688
0.642,0.696
0.778,0.683
0.705,0.706
0.697,0.71
0.695,0.702
0.685,0.693
0.705,0.705
0.698,0.717
0.732,0.704
0.809,0.707
0.709,0.711
0.48,0.703
0.659,0.69
0.681,0.683
0.656,0.696
0.75,0.718
0.708,0.687
0.732,0.719
0.71,0.711
0.71,0.71
0.71,0.71
0.71,0.71
0.709,0.71
0.709,0.709
0.709,0.709
0.709,0.709
0.708,0.709
0.708,0.708
0.708,0.708
0.708,0.708
0.708,0.708
0.707,0.707
0.707,0.707
0.707,0.707
0.707,0.707
0.702,0.704
0.702,0.702
0.702,0.702
0.702,0.702
0.702,0.702
0.702,0.702
0.166,0.702
0.778,0.686
0.776,0.697
0.679,0.694
0.653,0.692
0.693,0.682
0.697,0.704
0.653,0.682
0.684,0.684
0.681,0.684
0.694,0.683
0.693,0.693
0.691,0.693
0.678,0.685
0.68,0.684
0.692,0.684
0.688,0.69
0.678,0.681
0.641,0.694
0.68,0.705
0.658,0.685
0.776,0.686
0.696,0.72
0.692,0.693
0.633,0.694
0.612,0.709
0.743,0.697
0.732,0.714
0.774,0.716
0.543,0.685
0.749,0.714
0.721,0.681
0.761,0.689
0.676,0.706
0.718,0.691
0.321,0.683
0.725,0.696
0.582,0.706
0.648,0.707
0.717,0.694
0.714,0.712
0.722,0.72
0.644,0.699
0.723,0.706
0.83,0.7
0.758,0.71
0.728,0.712
0.63,0.689
0.711,0.686
0.664,0.697
0.713,0.712
0.703,0.705
0.719,0.712
0.655,0.691
0.693,0.694
0.588,0.716
0.696,0.697
0.763,0.709
0.718,0.717
0.701,0.717
0.669,0.707
0.716,0.689
0.702,0.705
0.676,0.69
0.792,0.684
0.718,0.693
0.622,0.687
0.595,0.71
0.629,0.72
0.714,0.697
0.678,0.71
0.728,0.714
0.699,0.708
0.693,0.699
0.706,0.699
0.719,0.7
0.665,0.69
0.716,0.693
0.725,0.704
0.672,0.69
0.416,0.716
0.457,0.694
0.681,0.681
0.68,0.684
0.646,0.715
0.645,0.688
0.655,0.701
0.685,0.682
0.688,0.687
0.689,0.689
0.651,0.697
0.892,0.685
0.824,0.697
0.887,0.714
0.675,0.698
0.684,0.685
0.684,0.684
0.683,0.683
0.683,0.684
0.683,0.684
0.683,0.683
0.684,0.684
0.681,0.682
0.683,0.682
0.683,0.683
0.681,0.682
0.683,0.683
0.75,0.696
0.854,0.709
0.643,0.687
0.609,0.713
0.731,0.682
0.663,0.69
0.682,0.688
0.688,0.685
0.699,0.716
0.688,0.698
0.473,0.705
0.65,0.687
0.808,0.684
0.805,0.689
0.753,0.702
0.502,0.693
0.761,0.704
0.674,0.694
0.875,0.7
0.698,0.705
0.642,0.7
0.714,0.704
0.679,0.694
0.734,0.688
0.7,0.699
0.664,0.703
0.747,0.691
0.682,0.716
0.662,0.699
0.715,0.708
0.666,0.705
0.748,0.684
0.736,0.718
0.605,0.687
0.748,0.714
0.743,0.697
0.502,0.683
0.457,0.72
0.629,0.682
0.681,0.684
0.721,0.699
0.705,0.71
0.725,0.708
0.615,0.689
0.675,0.697
0.696,0.711
0.675,0.688
0.737,0.711
0.795,0.703
0.672,0.697
0.704,0.691
0.688,0.684
0.634,0.695
0.713,0.681
0.673,0.698
0.783,0.686
0.645,0.695
0.692,0.708
0.712,0.69
0.676,0.703
0.66,0.707
0.604,0.682
0.712,0.701
0.597,0.697
0.725,0.689
0.647,0.689
0.718,0.685
0.789,0.702
0.616,0.713
0.745,0.712
0.637,0.697
0.674,0.711
0.748,0.707
0.728,0.691
0.732,0.709
0.707,0.719
0.693,0.702
0.686,0.713
0.666,0.681
0.601,0.694
0.716,0.718
0.686,0.712
0.721,0.681
0.689,0.71
0.709,0.688
0.713,0.719
0.658,0.718
0.662,0.718
0.722,0.709
0.633,0.691
0.699,0.688
0.685,0.716
0.655,0.688
0.77,0.7
0.69,0.681
0.71,0.681
0.724,0.72
0.734,0.686
0.671,0.69
0.723,0.687
0.705,0.693
0.692,0.711
0.701,0.711
0.707,0.716
0.719,0.687
0.674,0.704
0.653,0.697
0.695,0.709
0.692,0.689
0.679,0.681
0.684,0.681
0.696,0.687
0.679,0.694
0.67,0.703
0.752,0.71
0.692,0.711
0.629,0.685
0.818,0.685
0.703,0.716
0.673,0.692
0.67,0.683
0.711,0.691
0.681,0.706
0.707,0.714
0.694,0.705
0.68,0.689
0.69,0.701
0.721,0.708
0.727,0.719
0.724,0.717
0.698,0.707
0.718,0.714
0.706,0.695
0.72,0.708
0.683,0.7
0.681,0.683
0.701,0.701
0.66,0.688
0.733,0.719
0.708,0.711
0.794,0.682
0.678,0.692
0.715,0.685
0.301,0.717
0.379,0.684
0.761,0.681
0.616,0.688
0.722,0.693
0.667,0.699
0.717,0.713
0.691,0.697
0.733,0.688
0.756,0.719
0.656,0.714
0.81,0.715
0.785,0.714
0.633,0.713
0.668,0.704
0.728,0.684
0.713,0.71
0.553,0.693
0.655,0.694
0.696,0.692
0.711,0.709
0.693,0.691
0.796,0.689
0.645,0.688
0.71,0.687
0.735,0.708
0.559,0.681
0.72,0.682
0.723,0.689
0.683,0.716
0.698,0.712
0.724,0.701
0.691,0.691
0.732,0.697
0.689,0.697
0.533,0.683
0.827,0.697
0.723,0.712
0.752,0.693
0.671,0.681
0.667,0.705
0.726,0.69
0.765,0.687
0.417,0.707
0.597,0.716
