value,forecast
0.315,0.272
0.258,0.263
0.246,0.242
0.3,0.279
0.254,0.269
0.264,0.257
0.21,0.245
0.253,0.244
0.288,0.274
0.233,0.265
0.277,0.258
0.227,0.252
0.274,0.259
0.255,0.27
0.287,0.263
0.202,0.242
0.286,0.257
0.231,0.242
0.248,0.243
0.373,0.262
0.403,0.249
0.425,0.271
0.281,0.277
0.271,0.272
0.252,0.265
0.294,0.265
0.226,0.255
0.251,0.252
0.246,0.244
0.252,0.274
0.252,0.249
0.251,0.259
0.265,0.278
0.235,0.265
0.274,0.251
0.302,0.279
0.257,0.28
0.232,0.244
0.258,0.251
0.299,0.278
0.26,0.245
0.284,0.269
0.288,0.27
0.213,0.263
0.251,0.241
0.263,0.261
0.246,0.257
0.261,0.25
0.247,0.261
0.23,0.241
0.272,0.258
0.252,0.268
0.263,0.268
0.219,0.244
0.264,0.246
0.27,0.28
0.26,0.263
0.227,0.245
0.292,0.261
0.256,0.26
0.22,0.251
0.249,0.247
0.265,0.253
0.255,0.262
0.272,0.258
0.269,0.261
0.264,0.254
0.24,0.261
0.247,0.245
0.271,0.25
0.279,0.279
0.316,0.247
0.227,0.252
0.312,0.265
0.323,0.243
0.268,0.267
0.251,0.275
0.265,0.27
0.249,0.255
0.265,0.249
0.313,0.273
0.302,0.248
0.249,0.263
0.278,0.26
0.271,0.274
0.28,0.274
0.272,0.277
0.27,0.268
0.228,0.255
0.284,0.263
0.23,0.247
0.307,0.273
0.198,0.254
0.274,0.264
0.268,0.262
0.253,0.254
0.264,0.275
0.242,0.28
0.251,0.277
0.197,0.267
0.202,0.248
0.211,0.263
0.33,0.254
0.094,0.278
0.247,0.274
0.288,0.253
0.117,0.247
0.412,0.257
0.402,0.265
0.18,0.255
0.026,0.28
0.414,0.251
0.298,0.274
0.25,0.28
0.277,0.266
0.27,0.279
0.211,0.28
0.155,0.261
0.294,0.255
0.324,0.265
0.422,0.249
0.258,0.251
0.397,0.28
0.339,0.259
0.226,0.251
0.316,0.274
0.23,0.242
0.246,0.262
0.311,0.279
0.143,0.242
0.243,0.252
0.237,0.274
0.143,0.251
0.285,0.272
0.225,0.264
0.231,0.242
0.323,0.273
0.267,0.28
0.275,0.26
0.259,0.273
0.17,0.248
0.56,0.27
0.166,0.25
0.46,0.259
0.264,0.271
0.26,0.256
0.215,0.242
0.242,0.249
0.278,0.243
0.252,0.251
0.251,0.252
0.251,0.251
0.354,0.255
0.299,0.26
0.041,0.268
0.273,0.274
0.245,0.267
0.246,0.251
0.259,0.244
0.271,0.267
0.254,0.261
0.247,0.244
0.252,0.247
0.286,0.271
0.223,0.249
0.115,0.267
0.256,0.278
0.252,0.259
0.275,0.273
0.27,0.275
0.317,0.268
0.222,0.245
0.287,0.272
0.016,0.259
0.345,0.257
0.318,0.248
0.239,0.254
0.243,0.246
0.26,0.256
0.296,0.258
0.04,0.245
0.29,0.278
0.288,0.249
0.231,0.258
0.238,0.244
0.258,0.247
0.298,0.278
0.186,0.278
0.44,0.27
0.199,0.28
0.303,0.244
0.279,0.268
0.262,0.256
0.26,0.268
0.24,0.241
0.283,0.264
0.195,0.271
0.536,0.277
0.253,0.278
0.218,0.249
0.208,0.272
0.266,0.244
0.234,0.263
0.173,0.249
0.238,0.264
0.234,0.245
0.192,0.248
0.272,0.273
0.253,0.264
0.256,0.255
0.281,0.254
0.239,0.271
0.251,0.247
0.238,0.277
0.252,0.266
0.248,0.258
0.294,0.278
0.237,0.242
0.283,0.251
0.248,0.249
0.261,0.257
0.242,0.241
0.224,0.249
0.279,0.251
0.252,0.263
0.228,0.247
0.26,0.276
0.225,0.243
0.303,0.241
0.215,0.259
0.264,0.248
0.182,0.245
0.456,0.275
0.048,0.264
0.245,0.261
0.239,0.261
0.229,0.274
0.294,0.273
0.256,0.278
0.279,0.247
0.205,0.267
0.273,0.247
0.328,0.244
0.112,0.249
0.243,0.243
0.241,0.245
0.307,0.276
0.244,0.241
0.24,0.241
0.257,0.249
0.236,0.245
0.227,0.241
0.244,0.242
0.242,0.246
0.241,0.242
0.244,0.243
0.208,0.247
0.261,0.277
0.225,0.246
0.268,0.251
0.263,0.261
0.156,0.248
0.209,0.269
0.264,0.277
0.314,0.273
0.267,0.273
0.255,0.256
0.255,0.25
0.251,0.25
0.282,0.267
0.268,0.274
0.277,0.277
0.558,0.277
0.239,0.247
0.233,0.267
0.268,0.271
0.27,0.269
0.265,0.268
0.399,0.267
0.308,0.257
0.134,0.273
0.248,0.253
0.259,0.269
0.294,0.275
0.112,0.254
0.466,0.26
0.162,0.242
0.261,0.253
0.259,0.26
0.284,0.278
0.335,0.253
0.347,0.269
0.254,0.272
0.271,0.264
0.266,0.272
0.291,0.277
0.384,0.261
0.234,0.257
0.248,0.261
0.278,0.26
0.311,0.271
0.339,0.272
0.119,0.255
0.288,0.27
0.213,0.267
0.267,0.275
0.255,0.258
0.238,0.243
0.281,0.248
0.279,0.267
0.267,0.278
0.058,0.249
0.241,0.269
0.229,0.255
0.167,0.269
0.283,0.261
0.231,0.278
0.231,0.241
0.266,0.269
0.267,0.267
0.264,0.26
0.228,0.254
0.247,0.255
0.298,0.267
0.066,0.257
0.273,0.242
0.268,0.262
0.267,0.274
0.203,0.244
0.221,0.25
0.313,0.276
0.274,0.274
0.276,0.275
0.277,0.276
0.278,0.277
0.279,0.278
0.28,0.279
0.281,0.28
0.277,0.248
0.288,0.275
0.239,0.251
0.163,0.267
0.286,0.27
0.27,0.27
0.244,0.266
0.25,0.277
0.26,0.244
0.192,0.244
0.281,0.265
0.243,0.263
0.256,0.241
0.274,0.258
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.275,0.275
0.232,0.275
0.195,0.267
0.288,0.28
0.251,0.263
0.359,0.27
0.27,0.269
0.296,0.275
0.092,0.248
0.207,0.278
0.307,0.257
0.337,0.244
0.32,0.28
0.729,0.259
0.238,0.273
0.244,0.241
0.264,0.248
0.255,0.257
0.277,0.269
0.246,0.267
0.234,0.242
0.257,0.241
0.292,0.274
0.243,0.25
0.203,0.258
0.296,0.244
0.137,0.27
0.269,0.261
0.257,0.28
0.284,0.267
0.19,0.248
0.07,0.242
0.243,0.245
0.231,0.251
0.299,0.241
0.272,0.269
0.232,0.258
0.221,0.271
0.149,0.269
0.323,0.259
0.009,0.262
0.263,0.243
0.291,0.268
0.308,0.244
0.238,0.255
0.301,0.272
0.226,0.265
0.33,0.274
0.258,0.25
0.14,0.25
0.302,0.273
0.308,0.276
0.271,0.271
0.27,0.27
0.27,0.269
0.126,0.251
0.279,0.25
0.281,0.256
0.239,0.272
0.352,0.277
0.195,0.28
0.139,0.246
0.281,0.243
0.326,0.275
0.227,0.271
0.241,0.242
0.242,0.242
0.242,0.242
0.242,0.242
0.242,0.242
0.298,0.264
0.191,0.253
0.013,0.274
0.244,0.245
0.244,0.244
0.242,0.244
0.251,0.242
0.301,0.269
0.241,0.261
0.302,0.269
0.098,0.273
0.287,0.266
0.265,0.264
0.294,0.275
0.249,0.266
0.239,0.241
0.252,0.247
0.254,0.253
0.252,0.252
0.252,0.253
0.324,0.248
0.23,0.276
0.257,0.258
0.265,0.261
0.267,0.266
0.207,0.255
0.202,0.25
0.132,0.252
0.24,0.243
0.101,0.246
0.241,0.277
0.239,0.25
0.284,0.242
0.241,0.264
0.264,0.246
0.233,0.255
0.273,0.258
0.189,0.267
0.027,0.266
0.389,0.241
0.248,0.264
0.253,0.245
0.252,0.249
0.299,0.257
0.243,0.242
0.258,0.243
0.308,0.279
0.267,0.268
0.269,0.272
0.258,0.264
0.257,0.28
0.307,0.26
0.268,0.272
0.271,0.269
0.261,0.252
0.275,0.263
0.273,0.27
0.249,0.255
0.295,0.266
0.232,0.253
0.241,0.251
0.253,0.244
0.252,0.267
0.266,0.273
0.508,0.275
0.265,0.267
0.265,0.264
0.265,0.266
0.114,0.241
0.257,0.253
0.105,0.247
0.299,0.278
0.251,0.242
0.377,0.274
0.225,0.272
0.392,0.254
0.124,0.248
0.271,0.259
0.101,0.268
0.238,0.263
0.22,0.274
0.221,0.263
0.205,0.253
0.255,0.254
0.277,0.273
0.278,0.259
0.276,0.277
0.229,0.26
0.258,0.252
0.228,0.243
0.281,0.244
0.235,0.263
0.139,0.249
0.334,0.247
0.134,0.254
0.272,0.275
0.377,0.25
0.277,0.274
0.303,0.256
0.226,0.269
0.239,0.248
0.296,0.254
0.238,0.278
0.293,0.268
0.211,0.241
0.408,0.269
0.225,0.267
0.267,0.248
0.23,0.27
0.243,0.243
0.244,0.243
0.496,0.257
0.285,0.248
0.261,0.27
0.213,0.262
0.268,0.271
0.284,0.26
0.285,0.248
0.201,0.258
0.324,0.265
0.247,0.269
0.264,0.256
0.27,0.264
0.283,0.276
0.237,0.266
0.272,0.258
0.275,0.268
0.271,0.273
0.257,0.264
0.257,0.256
0.246,0.248
0.192,0.243
0.205,0.275
0.273,0.274
0.261,0.269
0.261,0.263
0.244,0.257
0.357,0.245
0.408,0.253
0.134,0.268
0.257,0.271
0.257,0.257
0.345,0.265
0.314,0.243
0.213,0.247
0.303,0.275
0.267,0.265
0.264,0.264
0.269,0.269
0.119,0.26
0.296,0.257
0.251,0.247
0.285,0.279
0.214,0.245
0.26,0.26
0.191,0.266
0.369,0.265
0.264,0.268
0.305,0.277
0.263,0.28
0.265,0.276
0.211,0.246
0.243,0.249
0.269,0.255
0.241,0.251
0.229,0.246
0.249,0.25
0.281,0.26
0.253,0.242
0.252,0.249
0.205,0.274
0.235,0.261
0.269,0.256
0.235,0.259
0.31,0.242
0.28,0.273
0.266,0.262
0.237,0.26
0.12,0.272
0.26,0.273
0.37,0.278
0.155,0.241
0.27,0.27
0.223,0.26
0.028,0.262
0.255,0.263
0.242,0.257
0.223,0.253
0.262,0.251
0.208,0.246
0.316,0.246
0.267,0.274
0.261,0.263
0.255,0.259
0.266,0.263
0.217,0.245
0.264,0.241
0.25,0.257
0.251,0.247
0.234,0.249
0.026,0.256
0.243,0.251
0.244,0.262
0.179,0.264
0.318,0.269
0.394,0.25
0.121,0.277
0.314,0.256
0.606,0.263
0.158,0.276
0.509,0.251
0.325,0.278
0.277,0.273
0.183,0.251
0.276,0.268
0.27,0.269
0.255,0.261
0.104,0.253
0.242,0.242
0.477,0.241
0.328,0.26
0.247,0.244
0.308,0.257
0.254,0.245
0.088,0.25
0.444,0.264
0.203,0.274
0.305,0.244
0.253,0.271
0.434,0.275
0.398,0.252
0.293,0.247
0.308,0.257
0.251,0.276
0.228,0.25
0.288,0.263
0.109,0.258
0.024,0.269
0.366,0.258
0.167,0.251
0.254,0.265
0.252,0.264
0.244,0.253
0.216,0.241
0.258,0.255
0.26,0.257
0.298,0.276
0.243,0.242
0.25,0.251
0.241,0.244
0.241,0.242
0.246,0.243
0.242,0.242
0.252,0.246
0.258,0.258
0.254,0.256
0.262,0.259
0.262,0.262
0.256,0.261
0.241,0.252
0.246,0.249
0.275,0.268
0.278,0.273
0.081,0.253
0.37,0.268
0.23,0.252
0.273,0.272
0.273,0.274
0.301,0.273
0.201,0.27
0.343,0.245
0.237,0.254
0.279,0.263
0.267,0.261
0.194,0.271
0.362,0.275
0.21,0.257
0.191,0.255
0.278,0.278
0.228,0.273
0.266,0.266
0.363,0.266
0.171,0.27
0.246,0.249
0.294,0.255
0.239,0.258
0.22,0.269
0.304,0.246
0.252,0.242
0.234,0.278
0.323,0.275
0.063,0.263
0.267,0.264
0.268,0.267
0.257,0.258
0.226,0.251
0.226,0.277
0.274,0.271
0.234,0.269
0.151,0.273
0.284,0.264
0.301,0.269
0.241,0.269
0.243,0.242
0.046,0.26
0.252,0.254
0.349,0.28
0.136,0.262
0.321,0.256
0.248,0.274
0.321,0.26
0.212,0.273
0.118,0.279
0.113,0.242
0.2,0.257
0.259,0.254
0.278,0.267
0.244,0.259
0.236,0.248
0.238,0.247
0.17,0.258
0.324,0.247
0.4,0.241
0.29,0.246
0.184,0.248
0.216,0.27
0.019,0.25
0.078,0.242
0.246,0.261
0.275,0.253
0.194,0.244
0.277,0.267
0.274,0.28
0.342,0.276
0.016,0.246
0.111,0.248
0.3,0.257
0.248,0.28
0.09,0.252
0.132,0.251
0.241,0.255
0.214,0.241
0.241,0.265
0.284,0.26
0.271,0.27
0.171,0.254
0.272,0.254
0.249,0.257
0.236,0.242
0.243,0.256
0.268,0.253
0.308,0.274
0.132,0.274
0.147,0.247
0.231,0.258
0.263,0.251
0.237,0.256
0.26,0.261
0.265,0.267
0.314,0.266
0.252,0.277
0.249,0.25
0.245,0.246
0.255,0.273
0.266,0.261
0.246,0.257
0.284,0.252
0.192,0.247
0.254,0.272
0.216,0.258
0.318,0.276
0.065,0.241
0.214,0.28
0.218,0.267
0.248,0.267
0.512,0.254
0.198,0.241
0.259,0.268
0.264,0.263
0.254,0.265
0.273,0.259
0.273,0.274
0.305,0.279
0.231,0.244
0.273,0.241
0.273,0.28
0.29,0.241
0.25,0.279
0.21,0.242
0.283,0.274
0.247,0.251
0.279,0.253
0.034,0.243
0.265,0.244
0.25,0.259
0.25,0.251
0.247,0.249
0.177,0.247
0.319,0.25
0.301,0.267
0.236,0.267
0.249,0.248
0.248,0.249
0.24,0.275
0.309,0.241
0.248,0.244
0.311,0.28
0.258,0.251
0.267,0.269
0.338,0.249
0.248,0.259
0.302,0.267
0.268,0.274
0.261,0.273
0.242,0.257
0.254,0.242
0.232,0.262
0.242,0.255
0.268,0.253
0.286,0.276
0.288,0.252
0.143,0.263
0.273,0.259
0.224,0.248
0.278,0.267
0.34,0.258
0.132,0.261
0.216,0.261
0.298,0.269
0.028,0.252
0.225,0.279
0.2,0.262
0.232,0.246
0.157,0.246
0.268,0.252
0.249,0.261
0.174,0.247
0.251,0.248
0.179,0.28
0.331,0.275
0.265,0.265
0.295,0.273
0.27,0.272
0.075,0.249
0.352,0.259
0.293,0.268
0.259,0.271
0.282,0.255
0.234,0.249
0.332,0.266
0.254,0.245
0.349,0.278
0.246,0.265
0.244,0.244
0.245,0.253
0.286,0.255
0.263,0.271
0.253,0.26
0.262,0.257
0.271,0.271
0.277,0.265
0.224,0.242
0.3,0.274
0.237,0.263
0.391,0.266
0.239,0.259
0.213,0.254
0.249,0.254
0.282,0.254
0.249,0.269
0.301,0.273
0.242,0.256
0.236,0.244
0.254,0.248
0.258,0.257
0.258,0.264
0.213,0.248
0.245,0.243
0.262,0.246
0.237,0.248
0.229,0.245
0.311,0.274
0.253,0.273
0.264,0.265
0.267,0.278
0.275,0.256
0.291,0.28
0.252,0.278
0.251,0.249
0.283,0.255
0.246,0.275
0.301,0.275
0.259,0.278
0.272,0.269
0.243,0.257
0.287,0.264
0.287,0.254
0.274,0.264
0.248,0.263
0.272,0.268
0.242,0.26
0.257,0.252
0.28,0.267
0.221,0.254
0.277,0.25
0.254,0.272
0.367,0.266
0.295,0.264
0.263,0.269
0.34,0.279
0.246,0.244
0.25,0.249
0.235,0.243
0.261,0.258
0.224,0.242
0.241,0.261
0.266,0.257
0.209,0.246
0.201,0.247
0.321,0.27
0.247,0.256
0.259,0.272
0.233,0.244
0.228,0.249
0.236,0.255
0.295,0.248
0.179,0.246
0.36,0.254
0.234,0.267
0.269,0.247
0.228,0.247
0.275,0.253
0.266,0.278
0.288,0.27
0.284,0.275
0.282,0.27
0.247,0.276
0.309,0.264
0.27,0.271
0.27,0.269
0.339,0.277
0.232,0.264
0.082,0.259
0.307,0.258
0.289,0.268
0.274,0.279
0.239,0.274
0.255,0.267
0.333,0.259
0.286,0.245
0.268,0.262
0.253,0.245
0.264,0.26
0.27,0.269
0.3,0.275
0.266,0.262
0.301,0.278
0.275,0.267
0.274,0.277
0.287,0.279
0.205,0.262
0.278,0.272
0.213,0.268
0.363,0.265
0.157,0.278
0.287,0.265
0.246,0.267
0.228,0.25
0.22,0.267
0.313,0.268
0.169,0.277
0.278,0.254
0.278,0.264
0.318,0.278
0.228,0.274
0.283,0.241
0.245,0.265
0.253,0.261
0.29,0.249
0.339,0.279
0.159,0.245
0.292,0.263
0.271,0.274
0.268,0.262
0.267,0.269
0.244,0.251
0.271,0.25
0.275,0.269
0.213,0.243
0.224,0.275
0.235,0.241
0.245,0.251
0.26,0.257
0.236,0.243
0.287,0.247
0.243,0.265
0.278,0.28
0.242,0.278
0.27,0.251
0.269,0.279
0.275,0.267
0.269,0.271
0.228,0.251
0.247,0.255
0.251,0.248
0.183,0.249
0.241,0.253
0.236,0.245
0.288,0.28
0.302,0.28
0.259,0.259
0.231,0.25
0.269,0.245
0.281,0.253
0.291,0.278
0.237,0.274
0.238,0.252
0.264,0.262
0.274,0.268
0.307,0.271
0.378,0.277
0.252,0.256
0.238,0.243
0.256,0.256
0.224,0.246
0.103,0.255
0.296,0.256
0.199,0.245
0.325,0.267
0.32,0.272
0.234,0.265
0.295,0.27
0.285,0.27
0.399,0.264
0.236,0.257
0.31,0.271
0.266,0.26
0.253,0.262
0.253,0.253
0.252,0.25
0.253,0.253
0.295,0.267
0.452,0.268
0.253,0.277
0.298,0.245
0.249,0.257
0.222,0.243
0.352,0.27
0.277,0.278
0.271,0.278
0.235,0.253
0.291,0.257
0.261,0.273
0.255,0.259
0.239,0.252
0.24,0.248
0.288,0.263
0.226,0.27
0.26,0.26
0.254,0.256
0.248,0.251
0.264,0.259
0.24,0.258
0.252,0.244
0.31,0.278
0.291,0.242
0.279,0.272
0.297,0.263
0.26,0.252
0.233,0.254
0.268,0.255
0.26,0.258
0.258,0.262
0.303,0.272
0.238,0.266
0.266,0.27
0.266,0.28
0.265,0.263
0.248,0.258
0.281,0.243
0.221,0.242
0.276,0.278
0.256,0.258
0.241,0.249
0.261,0.251
0.014,0.279
0.116,0.245
0.239,0.248
0.26,0.258
0.256,0.259
0.383,0.269
0.173,0.259
0.322,0.279
0.274,0.26
0.231,0.245
0.284,0.246
0.029,0.269
0.266,0.266
0.286,0.28
0.367,0.248
0.246,0.253
0.263,0.25
0.229,0.26
0.243,0.242
0.293,0.279
0.262,0.279
0.244,0.245
0.276,0.266
0.251,0.278
0.242,0.247
0.298,0.269
0.328,0.272
0.208,0.251
0.275,0.241
0.278,0.279
0.239,0.258
0.243,0.256
0.302,0.255
0.247,0.249
0.218,0.245
0.251,0.249
0.248,0.257
0.263,0.254
0.284,0.274
0.264,0.266
0.23,0.244
0.267,0.254
0.265,0.272
0.259,0.262
0.227,0.244
0.258,0.272
0.255,0.256
0.243,0.249
0.248,0.247
0.243,0.242
0.243,0.264
0.272,0.253
0.245,0.266
0.245,0.245
0.248,0.249
0.257,0.251
0.26,0.266
0.276,0.266
0.263,0.278
0.223,0.242
0.257,0.267
0.263,0.26
0.279,0.276
0.325,0.28
0.256,0.275
0.269,0.245
0.259,0.278
0.264,0.258
0.261,0.248
0.29,0.279
0.265,0.256
0.29,0.275
0.352,0.279
0.364,0.255
0.127,0.263
0.35,0.279
0.263,0.266
0.258,0.261
0.25,0.249
0.256,0.261
0.234,0.243
0.25,0.241
0.254,0.248
0.284,0.267
0.25,0.268
0.258,0.244
0.255,0.242
0.263,0.264
0.267,0.25
0.278,0.271
0.241,0.265
0.11,0.268
0.308,0.27
0.248,0.259
0.265,0.254
0.273,0.267
0.254,0.274
0.315,0.251
0.341,0.28
0.255,0.271
0.277,0.262
0.271,0.277
0.305,0.279
0.248,0.276
0.539,0.242
0.059,0.277
0.178,0.241
0.26,0.248
0.266,0.272
0.294,0.279
0.237,0.252
0.262,0.247
0.286,0.278
0.246,0.274
0.295,0.261
0.251,0.249
0.229,0.244
0.265,0.248
0.234,0.264
0.243,0.276
0.22,0.27
0.286,0.248
0.222,0.258
0.328,0.279
0.261,0.276
0.335,0.27
0.235,0.249
0.253,0.264
0.257,0.255
0.259,0.263
0.25,0.257
0.237,0.245
0.223,0.245
0.261,0.273
0.252,0.257
0.236,0.243
0.274,0.263
0.251,0.261
0.278,0.268
0.28,0.28
0.268,0.248
0.249,0.266
0.283,0.265
0.183,0.276
0.287,0.276
0.212,0.27
0.264,0.271
0.24,0.25
0.26,0.247
0.247,0.26
0.271,0.25
0.264,0.279
0.218,0.243
0.267,0.254
0.264,0.264
0.256,0.274
0.274,0.243
0.247,0.244
0.263,0.256
0.304,0.274
0.218,0.245
0.288,0.27
0.222,0.28
0.248,0.243
0.267,0.25
0.29,0.28
0.254,0.255
0.244,0.27
0.297,0.271
0.275,0.27
0.338,0.261
0.231,0.258
0.334,0.255
0.243,0.246
0.239,0.251
0.232,0.241
0.247,0.248
0.238,0.251
0.266,0.246
0.246,0.267
0.254,0.242
0.209,0.261
0.386,0.275
0.241,0.277
0.248,0.269
0.285,0.245
0.243,0.267
0.272,0.26
0.279,0.276
0.259,0.276
0.266,0.252
0.246,0.27
0.257,0.272
0.273,0.279
0.258,0.266
0.231,0.247
0.285,0.273
0.217,0.25
0.307,0.266
0.285,0.262
0.233,0.26
0.329,0.267
0.216,0.258
0.269,0.248
0.289,0.26
0.035,0.261
0.257,0.268
0.237,0.255
0.288,0.27
0.24,0.265
0.271,0.278
0.246,0.245
0.248,0.246
0.223,0.25
0.266,0.275
0.249,0.259
0.294,0.252
0.267,0.272
0.273,0.259
0.239,0.255
0.276,0.255
0.276,0.278
0.268,0.265
0.208,0.242
0.275,0.254
0.252,0.269
0.271,0.264
0.272,0.28
0.302,0.278
0.253,0.254
0.278,0.262
0.273,0.278
0.25,0.264
0.251,0.249
0.257,0.247
0.269,0.256
0.295,0.27
0.258,0.28
0.248,0.257
0.233,0.25
0.223,0.246
0.256,0.27
0.251,0.253
0.318,0.277
0.296,0.271
0.391,0.28
0.302,0.245
0.272,0.25
0.29,0.271
0.539,0.243
0.397,0.274
0.338,0.273
0.112,0.249
0.253,0.267
0.243,0.259
0.294,0.264
0.266,0.276
0.271,0.265
0.247,0.267
0.239,0.244
0.248,0.242
0.254,0.249
0.272,0.262
0.26,0.266
0.275,0.263
0.234,0.253
0.285,0.263
0.28,0.28
0.276,0.277
0.268,0.278
0.269,0.268
0.271,0.277
0.271,0.269
0.278,0.275
0.052,0.246
0.325,0.275
0.277,0.279
0.24,0.266
0.273,0.247
0.216,0.265
0.294,0.266
0.251,0.275
0.24,0.245
0.255,0.269
0.253,0.254
0.253,0.253
0.252,0.253
0.253,0.253
0.252,0.253
0.251,0.252
0.252,0.251
0.252,0.252
0.226,0.246
0.223,0.243
0.26,0.251
0.312,0.265
0.285,0.269
0.272,0.272
0.25,0.258
0.304,0.245
0.292,0.28
0.218,0.26
0.304,0.263
0.251,0.278
0.228,0.248
0.276,0.273
0.153,0.267
0.174,0.268
0.272,0.273
0.272,0.273
0.326,0.276
0.291,0.275
0.234,0.246
0.469,0.245
0.178,0.263
0.252,0.253
0.241,0.249
0.245,0.242
0.238,0.243
0.289,0.26
0.222,0.242
0.248,0.267
0.432,0.268
0.236,0.271
0.476,0.266
0.147,0.249
0.192,0.244
0.479,0.273
0.302,0.248
0.242,0.258
0.236,0.247
0.252,0.242
0.242,0.271
0.18,0.25
0.197,0.25
0.27,0.249
0.268,0.267
0.261,0.28
0.268,0.263
0.281,0.257
0.261,0.274
0.257,0.26
0.256,0.252
0.171,0.269
0.28,0.264
0.344,0.278
0.23,0.258
0.296,0.272
0.239,0.241
0.35,0.27
0.302,0.254
0.27,0.245
0.221,0.277
0.351,0.272
0.532,0.27
0.277,0.28
0.421,0.262
0.272,0.249
0.263,0.267
0.176,0.258
0.361,0.265
0.268,0.243
0.27,0.269
0.295,0.274
0.248,0.278
0.225,0.245
0.34,0.266
0.277,0.267
0.172,0.264
0.251,0.266
