value,forecast
0.004,0.002
0.002,0.003
0.003,0.002
0.005,0.004
0.024,0.012
0.039,0.029
0.036,0.039
0.024,0.023
0.025,0.023
0.034,0.031
0.046,0.034
0.032,0.028
0.019,0.029
0.012,0.017
0.006,0.008
0.005,0.004
0.004,0.004
0.005,0.005
0.006,0.005
0.007,0.006
0.008,0.007
0.008,0.008
0.009,0.009
0.01,0.01
0.006,0.008
0.021,0.014
0.015,0.018
0.028,0.019
0.038,0.034
0.042,0.039
0.037,0.039
0.033,0.035
0.029,0.031
0.025,0.027
0.021,0.023
0.017,0.019
0.013,0.015
0.009,0.011
0.005,0.007
0.001,0.003
0.014,0.005
0.069,0.039
0.02,0.031
0.014,0.016
0.012,0.013
0.011,0.012
0.01,0.011
0.009,0.01
0.009,0.009
0.024,0.014
0.03,0.026
0.038,0.036
0.03,0.038
0.046,0.036
0.022,0.035
0.038,0.025
0.034,0.04
0.039,0.037
0.031,0.036
0.016,0.025
0.009,0.011
0.02,0.014
0.016,0.022
0.017,0.016
0.021,0.015
0.041,0.033
0.031,0.031
0.025,0.03
0.019,0.022
0.025,0.024
0.025,0.023
0.038,0.03
0.011,0.026
0.008,0.006
0.011,0.009
0.039,0.023
0.017,0.022
0.021,0.017
0.008,0.014
0.009,0.008
0.013,0.012
0.007,0.011
0.01,0.007
0.009,0.01
0.035,0.016
0.017,0.027
0.01,0.014
0.01,0.012
0.01,0.011
0.018,0.014
0.022,0.021
0.027,0.025
0.031,0.03
0.038,0.033
0.047,0.04
0.015,0.024
0.012,0.014
0.005,0.009
0.01,0.008
0.011,0.011
0.012,0.012
0.014,0.013
0.015,0.014
0.021,0.017
0.022,0.017
0.046,0.034
0.032,0.04
0.033,0.027
0.034,0.039
0.036,0.038
0.036,0.038
0.039,0.035
0.034,0.035
0.033,0.036
0.035,0.035
0.036,0.034
0.031,0.033
0.029,0.033
0.029,0.031
0.03,0.03
0.032,0.032
0.031,0.033
0.03,0.033
0.034,0.031
0.039,0.034
0.033,0.035
0.041,0.036
0.033,0.04
0.009,0.02
0.018,0.015
0.031,0.022
0.018,0.03
0.01,0.012
0.006,0.007
0.005,0.006
0.003,0.005
0.009,0.003
0.021,0.013
0.033,0.029
0.044,0.034
0.035,0.036
0.016,0.036
0.004,0.007
0.004,0.004
0.004,0.003
0.006,0.005
0.004,0.006
0.003,0.004
0.007,0.004
0.018,0.011
0.013,0.011
0.012,0.012
0.025,0.016
0.025,0.025
0.047,0.036
0.013,0.036
0.046,0.024
0.042,0.04
0.036,0.035
0.035,0.035
0.035,0.035
0.034,0.034
0.034,0.033
0.033,0.033
0.034,0.033
0.03,0.033
0.032,0.032
0.034,0.032
0.033,0.032
0.033,0.031
0.031,0.03
0.026,0.03
0.029,0.03
0.03,0.03
0.03,0.03
0.027,0.029
0.029,0.028
0.008,0.013
0.008,0.008
0.003,0.004
0.004,0.003
0.006,0.005
0.007,0.007
0.008,0.007
0.013,0.01
0.014,0.011
0.026,0.021
0.04,0.033
0.036,0.038
0.038,0.034
0.033,0.031
0.031,0.03
0.041,0.035
0.02,0.032
0.014,0.015
0.015,0.014
0.023,0.016
0.02,0.021
0.026,0.02
0.043,0.038
0.031,0.035
0.018,0.028
0.008,0.011
0.007,0.007
0.006,0.006
0.005,0.007
0.007,0.006
0.009,0.008
0.008,0.009
0.008,0.009
0.006,0.007
0.005,0.005
0.004,0.004
0.008,0.006
0.003,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.005,0.004
0.005,0.005
0.005,0.005
0.005,0.005
0.006,0.006
0.006,0.006
0.006,0.006
0.007,0.006
0.007,0.007
0.007,0.007
0.008,0.007
0.006,0.006
0.005,0.005
0.006,0.006
0.006,0.006
0.005,0.005
0.006,0.006
0.007,0.006
0.007,0.007
0.013,0.01
0.016,0.014
0.007,0.012
0.01,0.008
0.013,0.011
0.011,0.014
0.008,0.009
0.007,0.008
0.017,0.013
0.014,0.016
0.011,0.012
0.006,0.009
0.003,0.006
0.002,0.004
0.003,0.002
0.003,0.003
0.005,0.004
0.002,0.004
0.003,0.003
0.004,0.003
0.004,0.004
0.002,0.004
0.002,0.003
0.003,0.002
0.004,0.003
0.012,0.005
0.013,0.011
0.013,0.012
0.014,0.012
0.045,0.032
0.011,0.02
0.008,0.009
0.004,0.006
0.001,0.002
0.001,0.001
0.002,0.002
0.002,0.002
0.001,0.002
0.001,0.001
0.001,0.001
0.005,0.001
0.006,0.006
0.007,0.006
0.007,0.007
0.009,0.008
0.019,0.009
0.019,0.024
0.038,0.038
0.039,0.04
0.041,0.04
0.041,0.04
0.041,0.04
0.04,0.039
0.04,0.039
0.038,0.038
0.036,0.038
0.039,0.038
0.038,0.038
0.038,0.038
0.037,0.021
0.035,0.039
0.006,0.024
0.005,0.006
0.003,0.004
0.001,0.003
0.002,0.002
0.002,0.002
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.002,0.001
0.008,0.002
0.009,0.008
0.013,0.011
0.016,0.015
0.027,0.021
0.025,0.026
0.039,0.031
0.023,0.037
0.011,0.036
0.042,0.022
0.054,0.034
0.031,0.034
0.033,0.031
0.022,0.028
0.013,0.019
0.008,0.012
0.006,0.006
0.008,0.007
0.008,0.008
0.014,0.011
0.011,0.013
0.01,0.01
0.014,0.013
0.018,0.015
0.032,0.024
0.033,0.03
0.041,0.036
0.03,0.029
0.029,0.029
0.024,0.025
0.027,0.025
0.02,0.024
0.006,0.012
0.004,0.004
0.005,0.004
0.006,0.005
0.007,0.006
0.008,0.007
0.009,0.008
0.01,0.009
0.011,0.01
0.005,0.009
0.007,0.005
0.005,0.004
0.007,0.006
0.008,0.008
0.011,0.008
0.01,0.011
0.006,0.011
0.01,0.01
0.005,0.011
0.001,0.003
0.004,0.001
0.006,0.005
0.008,0.007
0.009,0.008
0.014,0.01
0.019,0.016
0.021,0.021
0.028,0.024
0.032,0.029
0.039,0.036
0.016,0.022
0.013,0.014
0.012,0.012
0.007,0.009
0.003,0.006
0.004,0.003
0.005,0.004
0.006,0.005
0.006,0.006
0.007,0.007
0.008,0.008
0.009,0.009
0.01,0.01
0.012,0.011
0.014,0.011
0.024,0.018
0.055,0.037
0.031,0.038
0.024,0.025
0.016,0.029
0.004,0.009
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.005,0.004
0.005,0.005
0.005,0.005
0.005,0.005
0.006,0.005
0.006,0.006
0.005,0.006
0.016,0.01
0.018,0.018
0.017,0.018
0.025,0.025
0.035,0.03
0.039,0.036
0.031,0.035
0.025,0.031
0.011,0.015
0.016,0.013
0.009,0.015
0.004,0.006
0.004,0.004
0.006,0.005
0.007,0.005
0.005,0.009
0.009,0.009
0.007,0.007
0.007,0.007
0.009,0.008
0.016,0.011
0.033,0.022
0.021,0.025
0.026,0.019
0.024,0.021
0.016,0.021
0.036,0.025
0.029,0.033
0.019,0.025
0.012,0.015
0.017,0.011
0.02,0.019
0.021,0.019
0.02,0.02
0.02,0.019
0.015,0.02
0.003,0.009
0.004,0.004
0.003,0.004
0.004,0.003
0.007,0.003
0.008,0.007
0.005,0.008
0.005,0.005
0.007,0.007
0.009,0.009
0.01,0.009
0.014,0.014
0.024,0.018
0.035,0.029
0.056,0.04
0.068,0.032
0.01,0.028
0.001,0.005
0.001,0.001
0.001,0.001
0.001,0.001
0.002,0.001
0.003,0.003
0.003,0.003
0.004,0.003
0.004,0.004
0.004,0.004
0.005,0.004
0.005,0.005
0.005,0.005
0.006,0.006
0.006,0.006
0.007,0.006
0.007,0.006
0.015,0.008
0.028,0.021
0.046,0.036
0.021,0.024
0.042,0.035
0.049,0.039
0.002,0.006
0.003,0.002
0.004,0.004
0.006,0.005
0.007,0.006
0.008,0.008
0.007,0.011
0.007,0.005
0.004,0.008
0.006,0.005
0.005,0.005
0.005,0.005
0.005,0.005
0.001,0.002
0.001,0.001
0.001,0.001
0.001,0.001
0.003,0.001
0.004,0.003
0.004,0.004
0.005,0.004
0.005,0.005
0.004,0.005
0.007,0.005
0.008,0.006
0.036,0.022
0.011,0.012
0.011,0.011
0.01,0.011
0.01,0.01
0.01,0.01
0.009,0.009
0.009,0.009
0.009,0.009
0.008,0.008
0.008,0.008
0.007,0.008
0.007,0.007
0.007,0.007
0.039,0.036
0.039,0.035
0.033,0.035
0.02,0.031
0.007,0.011
0.005,0.006
0.005,0.004
0.006,0.005
0.005,0.005
0.006,0.005
0.006,0.005
0.012,0.01
0.017,0.013
0.02,0.017
0.032,0.025
0.027,0.033
0.01,0.019
0.009,0.008
0.013,0.008
0.008,0.013
0.003,0.007
0.003,0.004
0.001,0.002
0.002,0.001
0.003,0.003
0.004,0.003
0.003,0.004
0.005,0.002
0.005,0.005
0.008,0.006
0.005,0.007
0.016,0.009
0.04,0.03
0.037,0.033
0.026,0.036
0.023,0.025
0.026,0.026
0.036,0.028
0.015,0.026
0.014,0.017
0.014,0.014
0.009,0.011
0.019,0.012
0.028,0.025
0.042,0.034
0.04,0.039
0.036,0.035
0.024,0.028
0.015,0.022
0.048,0.032
0.004,0.013
0.004,0.004
0.013,0.006
0.017,0.016
0.019,0.017
0.013,0.016
0.006,0.011
0.005,0.006
0.004,0.004
0.006,0.005
0.007,0.006
0.013,0.01
0.023,0.015
0.06,0.036
0.036,0.039
0.005,0.024
0.005,0.005
0.006,0.005
0.004,0.007
0.006,0.005
0.008,0.007
0.047,0.011
0.025,0.029
0.02,0.023
0.018,0.017
0.011,0.016
0.002,0.006
0.002,0.002
0.001,0.002
0.002,0.001
0.003,0.002
0.004,0.003
0.005,0.004
0.006,0.005
0.012,0.007
0.077,0.038
0.016,0.033
0.004,0.01
0.003,0.003
0.001,0.001
0.002,0.001
0.002,0.002
0.002,0.002
0.003,0.002
0.003,0.003
0.004,0.003
0.004,0.004
0.005,0.005
0.005,0.005
0.006,0.006
0.006,0.006
0.007,0.007
0.007,0.007
0.004,0.005
0.012,0.007
0.04,0.023
0.029,0.031
0.028,0.028
0.025,0.028
0.028,0.024
0.028,0.031
0.031,0.03
0.026,0.029
0.031,0.026
0.021,0.034
0.018,0.022
0.019,0.017
0.019,0.02
0.012,0.017
0.006,0.008
0.006,0.005
0.008,0.006
0.006,0.007
0.006,0.006
0.005,0.007
0.004,0.005
0.004,0.004
0.005,0.005
0.003,0.005
0.003,0.004
0.004,0.003
0.004,0.004
0.002,0.004
0.005,0.004
0.006,0.006
0.005,0.004
0.003,0.004
0.004,0.004
0.003,0.003
0.003,0.003
0.004,0.004
0.004,0.004
0.003,0.004
0.003,0.003
0.003,0.003
0.002,0.003
0.002,0.002
0.002,0.002
0.002,0.002
0.004,0.002
0.004,0.004
0.004,0.004
0.005,0.005
0.005,0.005
0.005,0.005
0.005,0.005
0.005,0.005
0.005,0.005
0.005,0.005
0.006,0.006
0.006,0.006
0.006,0.006
0.006,0.006
0.006,0.006
0.006,0.006
0.006,0.006
0.007,0.007
0.007,0.007
0.007,0.007
0.007,0.007
0.007,0.007
0.007,0.007
0.008,0.006
0.008,0.006
0.009,0.008
0.014,0.011
0.02,0.017
0.028,0.023
0.035,0.031
0.044,0.037
0.035,0.037
0.038,0.036
0.031,0.036
0.044,0.04
0.038,0.04
0.031,0.033
0.027,0.032
0.019,0.02
0.042,0.028
0.044,0.04
0.016,0.025
0.008,0.012
0.004,0.007
0.004,0.004
0.008,0.005
0.016,0.011
0.021,0.019
0.029,0.023
0.044,0.038
0.027,0.039
0.03,0.025
0.035,0.035
0.031,0.032
0.029,0.03
0.035,0.032
0.038,0.035
0.035,0.035
0.033,0.035
0.038,0.035
0.035,0.037
0.035,0.037
0.037,0.033
0.029,0.035
0.02,0.024
0.028,0.02
0.05,0.038
0.012,0.024
0.006,0.006
0.004,0.005
0.006,0.005
0.014,0.009
0.023,0.021
0.043,0.03
0.012,0.029
0.014,0.01
0.009,0.014
0.009,0.009
0.012,0.01
0.011,0.013
0.016,0.012
0.013,0.019
0.012,0.013
0.01,0.012
0.016,0.013
0.019,0.015
0.025,0.029
0.035,0.029
0.042,0.038
0.025,0.034
0.012,0.018
0.021,0.016
0.021,0.023
0.006,0.012
0.002,0.004
0.002,0.003
0.003,0.003
0.004,0.003
0.005,0.004
0.005,0.005
0.006,0.006
0.007,0.007
0.005,0.007
0.009,0.007
0.007,0.01
0.01,0.007
0.011,0.012
0.02,0.014
0.025,0.023
0.034,0.029
0.021,0.03
0.021,0.018
0.014,0.019
0.058,0.032
0.027,0.033
0.012,0.02
0.006,0.008
0.007,0.007
0.005,0.006
0.003,0.004
0.004,0.004
0.002,0.003
0.004,0.003
0.006,0.005
0.007,0.007
0.011,0.008
0.016,0.013
0.022,0.019
0.023,0.022
0.02,0.022
0.03,0.023
0.029,0.031
0.031,0.028
0.028,0.031
0.029,0.028
0.036,0.032
0.042,0.039
0.033,0.039
0.034,0.033
0.029,0.034
0.013,0.021
0.011,0.01
0.004,0.008
0.003,0.003
0.004,0.003
0.003,0.004
0.003,0.003
0.003,0.003
0.004,0.004
0.004,0.004
0.005,0.004
0.005,0.005
0.005,0.005
0.005,0.005
0.007,0.005
0.008,0.006
0.012,0.008
0.008,0.008
0.013,0.008
0.019,0.018
0.017,0.017
0.015,0.018
0.013,0.014
0.013,0.012
0.015,0.017
0.015,0.014
0.009,0.012
0.007,0.007
0.012,0.011
0.006,0.009
0.008,0.008
0.005,0.006
0.003,0.005
0.004,0.003
0.003,0.004
0.008,0.005
0.015,0.012
0.02,0.018
0.026,0.023
0.045,0.037
0.026,0.04
0.046,0.03
0.02,0.033
0.008,0.013
0.003,0.007
0.006,0.005
0.005,0.005
0.005,0.005
0.005,0.006
0.009,0.007
0.015,0.011
0.007,0.012
0.012,0.008
0.023,0.017
0.025,0.019
0.015,0.021
0.027,0.024
0.033,0.027
0.039,0.037
0.016,0.033
0.024,0.017
0.024,0.024
0.016,0.022
0.044,0.025
0.015,0.02
0.021,0.018
0.023,0.018
0.021,0.023
0.028,0.026
0.024,0.029
0.035,0.027
0.038,0.039
0.014,0.032
0.002,0.008
0.004,0.003
0.006,0.005
0.004,0.005
0.005,0.004
0.006,0.005
0.005,0.006
0.005,0.006
0.004,0.005
0.005,0.005
0.007,0.007
0.013,0.008
0.025,0.019
0.04,0.031
0.024,0.033
0.015,0.017
0.004,0.007
0.004,0.003
0.002,0.003
0.005,0.001
0.004,0.004
0.004,0.004
0.003,0.003
0.002,0.003
0.004,0.003
0.006,0.005
0.006,0.005
0.003,0.005
0.01,0.006
0.009,0.01
0.009,0.01
0.007,0.007
0.004,0.005
0.004,0.003
0.002,0.004
0.004,0.004
0.004,0.006
0.002,0.003
0.002,0.002
0.002,0.002
0.002,0.002
0.001,0.002
0.001,0.002
0.007,0.002
0.005,0.005
0.003,0.004
0.004,0.004
0.001,0.002
0.002,0.001
0.001,0.002
0.002,0.001
0.001,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.003
0.002,0.002
0.002,0.002
0.003,0.003
0.003,0.003
0.001,0.002
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.003,0.001
0.003,0.003
0.003,0.003
0.003,0.003
0.003,0.003
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.005,0.005
0.005,0.005
0.005,0.005
0.006,0.005
0.011,0.009
0.004,0.008
0.002,0.003
0.003,0.003
0.005,0.003
0.012,0.009
0.011,0.012
0.006,0.008
0.014,0.006
0.016,0.015
0.019,0.02
0.024,0.021
0.036,0.029
0.042,0.037
0.004,0.012
0.006,0.005
0.012,0.008
0.019,0.015
0.023,0.021
0.034,0.027
0.026,0.034
0.019,0.021
0.025,0.021
0.037,0.027
0.03,0.04
0.031,0.028
0.034,0.035
0.044,0.04
0.038,0.04
0.031,0.031
0.011,0.015
0.006,0.006
0.01,0.008
0.013,0.01
0.023,0.015
0.012,0.023
0.03,0.024
0.019,0.038
0.031,0.035
0.029,0.031
0.033,0.032
0.003,0.029
0.012,0.013
0.062,0.02
0.025,0.023
0.03,0.026
0.038,0.033
0.035,0.038
0.026,0.029
0.034,0.027
0.031,0.04
0.017,0.026
0.017,0.017
0.019,0.019
0.025,0.024
0.023,0.025
0.029,0.027
0.022,0.027
0.006,0.012
0.004,0.005
0.005,0.004
0.007,0.005
0.005,0.007
0.002,0.004
0.002,0.002
0.003,0.003
0.004,0.004
0.005,0.005
0.004,0.005
0.003,0.003
0.004,0.004
0.006,0.005
0.006,0.006
0.015,0.007
0.017,0.016
0.018,0.015
0.022,0.02
0.035,0.025
0.017,0.027
0.005,0.012
0.003,0.003
0.023,0.014
0.012,0.019
0.003,0.005
0.004,0.004
0.008,0.008
0.026,0.013
0.013,0.02
0.009,0.01
0.004,0.005
0.001,0.003
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.005,0.001
0.005,0.005
0.006,0.006
0.006,0.006
0.007,0.007
0.007,0.007
0.008,0.007
0.008,0.008
0.009,0.008
0.009,0.009
0.01,0.009
0.01,0.01
0.01,0.01
0.011,0.011
0.011,0.011
0.011,0.011
0.013,0.012
0.017,0.014
0.032,0.024
0.031,0.031
0.03,0.033
0.022,0.024
0.005,0.015
0.004,0.005
0.009,0.003
0.008,0.008
0.006,0.007
0.008,0.007
0.003,0.004
0.003,0.003
0.003,0.003
0.004,0.003
0.004,0.004
0.005,0.005
0.006,0.005
0.006,0.006
0.007,0.007
0.006,0.006
0.006,0.005
0.007,0.006
0.006,0.006
0.009,0.008
0.016,0.012
0.036,0.024
0.038,0.04
0.031,0.035
0.035,0.033
0.046,0.038
0.032,0.039
0.031,0.03
0.042,0.037
0.035,0.031
0.016,0.034
0.043,0.036
0.016,0.031
0.007,0.009
0.008,0.006
0.009,0.01
0.009,0.009
0.009,0.007
0.004,0.006
0.004,0.003
0.007,0.005
0.007,0.007
0.009,0.007
0.007,0.008
0.005,0.006
0.006,0.006
0.008,0.006
0.024,0.015
0.037,0.03
0.03,0.038
0.036,0.032
0.036,0.04
0.027,0.032
0.023,0.026
0.022,0.021
0.027,0.024
0.021,0.023
0.017,0.02
0.016,0.016
0.007,0.011
0.009,0.007
0.023,0.014
0.041,0.03
0.012,0.037
0.013,0.018
0.013,0.011
0.03,0.02
0.023,0.022
0.019,0.022
0.045,0.033
0.019,0.022
0.056,0.032
0.044,0.038
0.032,0.04
0.044,0.039
0.033,0.035
0.029,0.033
0.016,0.02
0.016,0.015
0.012,0.014
0.006,0.008
0.002,0.004
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.001,0.001
0.003,0.001
0.004,0.003
0.004,0.004
0.004,0.004
0.005,0.004
0.005,0.005
0.005,0.005
0.005,0.005
0.006,0.005
0.007,0.006
0.004,0.007
0.012,0.009
0.009,0.011
0.007,0.005
0.013,0.014
0.01,0.008
0.006,0.008
0.006,0.006
0.01,0.009
0.007,0.01
0.002,0.004
0.002,0.002
0.002,0.002
0.002,0.002
0.003,0.001
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.002,0.002
0.003,0.003
0.003,0.003
0.003,0.003
0.003,0.003
0.003,0.003
0.003,0.003
0.003,0.003
0.003,0.003
0.002,0.003
0.002,0.002
0.002,0.002
0.006,0.001
0.005,0.005
0.006,0.005
0.006,0.005
0.006,0.006
0.007,0.008
0.009,0.008
0.009,0.009
0.018,0.014
0.032,0.024
0.039,0.034
0.035,0.036
0.041,0.037
0.007,0.011
0.208,0.033
0.009,0.007
0.009,0.01
0.007,0.008
0.006,0.008
0.003,0.004
0.01,0.004
0.042,0.016
0.029,0.031
0.004,0.016
0.022,0.01
0.039,0.036
0.02,0.03
0.043,0.029
0.03,0.035
0.051,0.037
0.001,0.004
0.001,0.001
0.002,0.001
0.002,0.002
0.003,0.002
0.002,0.002
0.002,0.002
0.003,0.008
0.006,0.009
0.007,0.005
0.174,0.038
0.075,0.037
0.024,0.029
0.054,0.039
0.013,0.016
0.013,0.015
0.014,0.014
0.016,0.014
0.017,0.016
0.016,0.017
0.016,0.016
0.025,0.017
0.02,0.015
0.006,0.022
0.006,0.006
0.006,0.006
0.006,0.006
0.006,0.006
0.011,0.006
0.001,0.006
0.002,0.001
0.003,0.003
0.079,0.015
0.005,0.014
0.03,0.015
0.005,0.033
0.006,0.02
0.002,0.009
0.004,0.003
0.006,0.005
0.008,0.007
0.01,0.009
0.015,0.037
0.016,0.016
0.005,0.012
0.015,0.014
0.016,0.016
0.11,0.013
0.005,0.038
0.006,0.007
0.017,0.008
0.005,0.009
0.035,0.012
0.032,0.033
0.015,0.03
0.015,0.015
0.014,0.015
0.012,0.014
0.111,0.025
0.032,0.039
0.026,0.027
0.027,0.026
0.028,0.029
0.026,0.033
0.032,0.032
0.032,0.032
0.032,0.032
0.033,0.033
0.034,0.033
0.002,0.001
0.002,0.002
0.003,0.003
0.004,0.004
0.028,0.02
0.001,0.013
0.001,0.001
0.003,0.001
0.003,0.003
0.004,0.003
0.004,0.004
0.005,0.004
0.005,0.005
0.006,0.006
0.006,0.006
0.017,0.007
0.221,0.031
0.017,0.024
0.063,0.018
0.022,0.024
0.024,0.024
0.028,0.028
0.019,0.025
0.029,0.025
0.029,0.028
0.028,0.03
0.03,0.03
0.024,0.032
0.03,0.029
0.038,0.029
0.011,0.039
0.004,0.006
0.004,0.004
0.005,0.005
0.005,0.005
0.005,0.005
0.006,0.006
0.006,0.006
0.006,0.007
0.006,0.006
0.004,0.005
0.004,0.004
0.006,0.005
0.005,0.006
0.008,0.005
0.003,0.005
0.006,0.006
0.01,0.008
0.015,0.015
0.005,0.011
0.001,0.003
0.002,0.001
0.003,0.003
0.003,0.002
0.006,0.002
0.003,0.005
0.003,0.003
0.003,0.003
0.004,0.004
0.005,0.004
0.005,0.005
0.004,0.004
0.005,0.004
0.009,0.006
0.025,0.014
0.03,0.032
0.037,0.027
0.009,0.026
0.004,0.007
0.007,0.006
0.005,0.006
0.007,0.006
0.009,0.008
0.005,0.019
0.011,0.008
0.019,0.018
0.02,0.022
0.005,0.006
0.008,0.007
0.012,0.01
0.018,0.015
0.003,0.004
0.068,0.012
0.006,0.005
0.028,0.018
0.024,0.028
0.035,0.03
0.037,0.037
0.035,0.038
0.035,0.035
0.042,0.026
0.003,0.016
0.009,0.003
0.012,0.01
0.038,0.02
0.014,0.033
0.006,0.005
0.025,0.007
0.038,0.026
0.016,0.028
0.019,0.011
0.022,0.02
0.025,0.02
0.015,0.02
0.012,0.012
0.016,0.033
0.013,0.017
0.015,0.014
0.017,0.016
0.019,0.018
0.021,0.02
0.018,0.02
0.02,0.019
0.023,0.021
0.071,0.034
0.028,0.028
0.029,0.029
0.027,0.025
0.027,0.025
0.026,0.027
0.029,0.027
0.007,0.014
0.055,0.036
0.026,0.027
0.028,0.027
0.014,0.027
0.002,0.004
0.003,0.002
0.003,0.003
0.003,0.003
0.004,0.004
0.004,0.004
0.004,0.004
0.005,0.005
0.005,0.005
0.006,0.005
0.038,0.031
0.01,0.026
0.004,0.007
0.003,0.003
0.005,0.004
0.003,0.006
0.003,0.004
0.003,0.003
0.003,0.003
0.003,0.003
0.004,0.003
0.004,0.004
0.006,0.005
0.003,0.004
0.003,0.003
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.004,0.004
0.005,0.005
0.006,0.004
0.012,0.008
0.008,0.009
0.016,0.009
0.016,0.017
0.017,0.017
0.017,0.017
0.017,0.017
0.018,0.018
0.021,0.02
0.026,0.022
0.031,0.029
0.035,0.034
0.033,0.035
0.039,0.035
0.005,0.005
0.009,0.007
0.012,0.01
